concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9.11E+15,9110710207,328411,23975287,6026170800,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110710207,329515,23975287,6026170800,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110710207,324910,23975287,6026170800,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110710207,324911,23975287,6026170800,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110710207,320749,23975287,6026170800,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110710207,320550,23975287,6026170800,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110780293,515070,39366225,6026213713,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110703805,329515,10827561,6026114423,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+19,9110833241,1727170105,10833627,6026409658,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9111075990,320119,12379271,6026692680,3,0,0,0,3,Yes,Yes,No,Yes
9.11E+15,9111117383,515060,42000906,6026913488,4,0,0,0,4,Yes,Yes,No,Yes
9.11E+15,9111069238,328466,28338548,6026819672,8,0,0,0,8,Yes,Yes,No,Yes
9.11E+15,9111069238,329515,28338548,6026819672,10,0,0,0,10,Yes,Yes,No,Yes
9.11E+15,9111069238,320749,28338548,6026819672,3,0,0,0,3,Yes,Yes,No,Yes
9.11E+15,9111069238,320550,28338548,6026819672,49,0,0,0,49,Yes,Yes,No,Yes
9.11E+15,9111116862,306547,37373166,6026870191,37,0,0,0,37,Yes,Yes,No,Yes
9.11E+15,9111155282,320550,281001986,6026982644,3,0,0,0,3,Yes,Yes,No,Yes
9111135787MV0528,9111135787,MV0528,2201000196,Multiple,5,0,0,0,5,Yes,Yes,No,Yes
9.11E+15,9111215977,328411,121005545,6027123183,10,0,0,0,10,Yes,Yes,No,Yes
9.11E+15,9111337432,320119,261006373,6026399576,2,0,0,0,2,Yes,Yes,No,Yes
9.11E+15,9106666986,305517,44683,6019342509,0,0,0,0,0,No,Yes,No,Yes
