id,payment_date,invoice_number,deduction_amount,deduction_reason,unique_promo,promo_quantity,net_receipts,list_price,purchase_order,promo_asin,rebate_in_agreement_currency,unique_key,podata_po,podata_asin,case_size,quantity_received,case_cost,total_cost,eaches_quantity,agreement_num,rebate_percent,agreement_end,unit_price,quantity_variance,actual_netreceipts,netreceipts_variance,valid_rebate_rate,valid_po,valid_sku,price_variance,qty_variance,validation_status,invalid_amount,detailed_reason
3629,2023-11-27,6429-801766995,34790.4,Promotions ,14C294CYB0BJXL3NFZ,1,53.4,65.94,14C294CY,B0BJXL3NFZ,10.68,14C294CYB0BJXL3NFZ,14C294CY,B0BJXL3NFZ,0,22,0,0,0,,0,,53.4,1,0,53.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3630,2023-11-27,6429-801766995,34790.4,Promotions ,14C294CYB0BJXL3NFZ,1,53.4,65.94,14C294CY,B0BJXL3NFZ,10.68,14C294CYB0BJXL3NFZ,14C294CY,B0BJXL3NFZ,0,22,0,0,0,,0,,53.4,1,0,53.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3631,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB000S4I9X8,96,3755.52,4331.52,14SKQAYJ,B000S4I9X8,751.1,14SKQAYJB000S4I9X8,14SKQAYJ,B000S4I9X8,0,96,0,0,0,,0,,39.12,96,0,3755.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3632,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB000S4I9X8,96,3755.52,4331.52,14SKQAYJ,B000S4I9X8,751.1,14SKQAYJB000S4I9X8,14SKQAYJ,B000S4I9X8,0,96,0,0,0,,0,,39.12,96,0,3755.52,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3633,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB001AMH9Q0,35,795.9,1173.9,14SKQAYJ,B001AMH9Q0,159.18,14SKQAYJB001AMH9Q0,14SKQAYJ,B001AMH9Q0,0,35,0,0,0,,0,,22.74,35,0,795.9,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3634,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB001AMH9Q0,35,795.9,1173.9,14SKQAYJ,B001AMH9Q0,159.18,14SKQAYJB001AMH9Q0,14SKQAYJ,B001AMH9Q0,0,35,0,0,0,,0,,22.74,35,0,795.9,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3635,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB00XOOPM3O,12,358.56,603.36,14SKQAYJ,B00XOOPM3O,71.71,14SKQAYJB00XOOPM3O,14SKQAYJ,B00XOOPM3O,0,24,0,0,0,,0,,29.88,12,0,358.56,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3636,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB00XOOPM3O,12,358.56,603.36,14SKQAYJ,B00XOOPM3O,71.71,14SKQAYJB00XOOPM3O,14SKQAYJ,B00XOOPM3O,0,24,0,0,0,,0,,29.88,12,0,358.56,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3637,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB00XOOPMF2,24,717.12,1206.72,14SKQAYJ,B00XOOPMF2,143.42,14SKQAYJB00XOOPMF2,14SKQAYJ,B00XOOPMF2,0,24,0,0,0,,0,,29.88,24,0,717.12,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3638,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB00XOOPMF2,24,717.12,1206.72,14SKQAYJ,B00XOOPMF2,143.42,14SKQAYJB00XOOPMF2,14SKQAYJ,B00XOOPMF2,0,24,0,0,0,,0,,29.88,24,0,717.12,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3639,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07KQZNGJ3,54,874.8,1131.3,14SKQAYJ,B07KQZNGJ3,174.96,14SKQAYJB07KQZNGJ3,14SKQAYJ,B07KQZNGJ3,0,162,0,0,0,,0,,16.2,54,0,874.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3640,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07KQZNGJ3,54,874.8,1131.3,14SKQAYJ,B07KQZNGJ3,174.96,14SKQAYJB07KQZNGJ3,14SKQAYJ,B07KQZNGJ3,0,162,0,0,0,,0,,16.2,54,0,874.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3641,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07VKQ2WX8,3585,44023.8,60909.15,14SKQAYJ,B07VKQ2WX8,8804.76,14SKQAYJB07VKQ2WX8,14SKQAYJ,B07VKQ2WX8,0,3575,0,0,0,,0,,12.28,3585,0,44023.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3642,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07VKQ2WX8,3585,44023.8,60909.15,14SKQAYJ,B07VKQ2WX8,8804.76,14SKQAYJB07VKQ2WX8,14SKQAYJ,B07VKQ2WX8,0,3575,0,0,0,,0,,12.28,3585,0,44023.8,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3643,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07VMBF5HH,628,12836.32,14123.72,14SKQAYJ,B07VMBF5HH,2567.26,14SKQAYJB07VMBF5HH,14SKQAYJ,B07VMBF5HH,0,624,0,0,0,,0,,20.44,628,0,12836.32,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3644,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07VMBF5HH,628,12836.32,14123.72,14SKQAYJ,B07VMBF5HH,2567.26,14SKQAYJB07VMBF5HH,14SKQAYJ,B07VMBF5HH,0,624,0,0,0,,0,,20.44,628,0,12836.32,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3645,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07YP442PX,40,1411.2,1867.2,14SKQAYJ,B07YP442PX,282.24,14SKQAYJB07YP442PX,14SKQAYJ,B07YP442PX,0,40,0,0,0,,0,,35.28,40,0,1411.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3646,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07YP442PX,40,1411.2,1867.2,14SKQAYJ,B07YP442PX,282.24,14SKQAYJB07YP442PX,14SKQAYJ,B07YP442PX,0,40,0,0,0,,0,,35.28,40,0,1411.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3647,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07YP467WS,40,1411.2,1867.2,14SKQAYJ,B07YP467WS,282.24,14SKQAYJB07YP467WS,14SKQAYJ,B07YP467WS,0,40,0,0,0,,0,,35.28,40,0,1411.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3648,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB07YP467WS,40,1411.2,1867.2,14SKQAYJ,B07YP467WS,282.24,14SKQAYJB07YP467WS,14SKQAYJ,B07YP467WS,0,40,0,0,0,,0,,35.28,40,0,1411.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3649,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB08CPYMBT1,153,2350.08,2691.27,14SKQAYJ,B08CPYMBT1,470.01,14SKQAYJB08CPYMBT1,14SKQAYJ,B08CPYMBT1,0,150,0,0,0,,0,,15.36,153,0,2350.08,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3650,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB08CPYMBT1,153,2350.08,2691.27,14SKQAYJ,B08CPYMBT1,470.01,14SKQAYJB08CPYMBT1,14SKQAYJ,B08CPYMBT1,0,150,0,0,0,,0,,15.36,153,0,2350.08,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3651,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB08L7PX3V1,2456,47155.2,52779.44,14SKQAYJ,B08L7PX3V1,9431.04,14SKQAYJB08L7PX3V1,14SKQAYJ,B08L7PX3V1,0,2442,0,0,0,,0,,19.2,2456,0,47155.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3652,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB08L7PX3V1,2456,47155.2,52779.44,14SKQAYJ,B08L7PX3V1,9431.04,14SKQAYJB08L7PX3V1,14SKQAYJ,B08L7PX3V1,0,2442,0,0,0,,0,,19.2,2456,0,47155.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3653,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB0BQNBGQRT,1,18.6,20.99,14SKQAYJ,B0BQNBGQRT,3.72,14SKQAYJB0BQNBGQRT,14SKQAYJ,B0BQNBGQRT,0,1,0,0,0,,0,,18.6,1,0,18.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3654,2023-11-27,6429-801766995,34790.4,Promotions ,14SKQAYJB0BQNBGQRT,1,18.6,20.99,14SKQAYJ,B0BQNBGQRT,3.72,14SKQAYJB0BQNBGQRT,14SKQAYJ,B0BQNBGQRT,0,1,0,0,0,,0,,18.6,1,0,18.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3670,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB000AYFCHW,189,3481.38,5658.66,19VMXQSZ,B000AYFCHW,696.27,19VMXQSZB000AYFCHW,19VMXQSZ,B000AYFCHW,0,96,0,0,0,,0,,18.42,189,0,3481.38,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3671,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB000AYFCHW,189,3481.38,5658.66,19VMXQSZ,B000AYFCHW,696.27,19VMXQSZB000AYFCHW,19VMXQSZ,B000AYFCHW,0,96,0,0,0,,0,,18.42,189,0,3481.38,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3672,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB000AYFCHW,189,3481.38,5658.66,19VMXQSZ,B000AYFCHW,696.27,19VMXQSZB000AYFCHW,19VMXQSZ,B000AYFCHW,0,96,0,0,0,,0,,18.42,189,0,3481.38,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3673,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB002DHL976,52,2352.48,2711.8,19VMXQSZ,B002DHL976,470.5,19VMXQSZB002DHL976,19VMXQSZ,B002DHL976,0,50,0,0,0,,0,,45.24,52,0,2352.48,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3674,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB002DHL976,52,2352.48,2711.8,19VMXQSZ,B002DHL976,470.5,19VMXQSZB002DHL976,19VMXQSZ,B002DHL976,0,50,0,0,0,,0,,45.24,52,0,2352.48,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3675,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB002DHL976,52,2352.48,2711.8,19VMXQSZ,B002DHL976,470.5,19VMXQSZB002DHL976,19VMXQSZ,B002DHL976,0,50,0,0,0,,0,,45.24,52,0,2352.48,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3676,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB00DBSG77S,311,4105.2,5877.9,19VMXQSZ,B00DBSG77S,821.04,19VMXQSZB00DBSG77S,19VMXQSZ,B00DBSG77S,0,322,0,0,0,,0,,13.2,311,0,4105.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3677,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB00DBSG77S,311,4105.2,5877.9,19VMXQSZ,B00DBSG77S,821.04,19VMXQSZB00DBSG77S,19VMXQSZ,B00DBSG77S,0,322,0,0,0,,0,,13.2,311,0,4105.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3678,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB00DBSG77S,311,4105.2,5877.9,19VMXQSZ,B00DBSG77S,821.04,19VMXQSZB00DBSG77S,19VMXQSZ,B00DBSG77S,0,322,0,0,0,,0,,13.2,311,0,4105.2,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3679,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB07TKYQJ2B,268,4279.96,5357.32,19VMXQSZ,B07TKYQJ2B,855.99,19VMXQSZB07TKYQJ2B,19VMXQSZ,B07TKYQJ2B,0,270,0,0,0,,0,,15.97,268,0,4279.96,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3680,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB07TKYQJ2B,268,4279.96,5357.32,19VMXQSZ,B07TKYQJ2B,855.99,19VMXQSZB07TKYQJ2B,19VMXQSZ,B07TKYQJ2B,0,270,0,0,0,,0,,15.97,268,0,4279.96,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3681,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB07TKYQJ2B,268,4279.96,5357.32,19VMXQSZ,B07TKYQJ2B,855.99,19VMXQSZB07TKYQJ2B,19VMXQSZ,B07TKYQJ2B,0,270,0,0,0,,0,,15.97,268,0,4279.96,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3682,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0879N1QV3,728,11516.96,14261.52,19VMXQSZ,B0879N1QV3,2303.39,19VMXQSZB0879N1QV3,19VMXQSZ,B0879N1QV3,0,729,0,0,0,,0,,15.82,728,0,11516.96,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3683,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0879N1QV3,728,11516.96,14261.52,19VMXQSZ,B0879N1QV3,2303.39,19VMXQSZB0879N1QV3,19VMXQSZ,B0879N1QV3,0,729,0,0,0,,0,,15.82,728,0,11516.96,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3684,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0879N1QV3,728,11516.96,14261.52,19VMXQSZ,B0879N1QV3,2303.39,19VMXQSZB0879N1QV3,19VMXQSZ,B0879N1QV3,0,729,0,0,0,,0,,15.82,728,0,11516.96,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3685,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0882CF8W3,96,1574.4,2065.92,19VMXQSZ,B0882CF8W3,314.88,19VMXQSZB0882CF8W3,19VMXQSZ,B0882CF8W3,0,96,0,0,0,,0,,16.4,96,0,1574.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3686,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0882CF8W3,96,1574.4,2065.92,19VMXQSZ,B0882CF8W3,314.88,19VMXQSZB0882CF8W3,19VMXQSZ,B0882CF8W3,0,96,0,0,0,,0,,16.4,96,0,1574.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3687,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0882CF8W3,96,1574.4,2065.92,19VMXQSZ,B0882CF8W3,314.88,19VMXQSZB0882CF8W3,19VMXQSZ,B0882CF8W3,0,96,0,0,0,,0,,16.4,96,0,1574.4,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3688,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0B59Y691J,608,5751.68,7958.72,19VMXQSZ,B0B59Y691J,1150.34,19VMXQSZB0B59Y691J,19VMXQSZ,B0B59Y691J,0,608,0,0,0,,0,,9.46,608,0,5751.68,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3689,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0B59Y691J,608,5751.68,7958.72,19VMXQSZ,B0B59Y691J,1150.34,19VMXQSZB0B59Y691J,19VMXQSZ,B0B59Y691J,0,608,0,0,0,,0,,9.46,608,0,5751.68,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3690,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0B59Y691J,608,5751.68,7958.72,19VMXQSZ,B0B59Y691J,1150.34,19VMXQSZB0B59Y691J,19VMXQSZ,B0B59Y691J,0,608,0,0,0,,0,,9.46,608,0,5751.68,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3691,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BG3JWTMZ,12,232.08,259.08,19VMXQSZ,B0BG3JWTMZ,46.42,19VMXQSZB0BG3JWTMZ,19VMXQSZ,B0BG3JWTMZ,0,11,0,0,0,,0,,19.34,12,0,232.08,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3692,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BG3JWTMZ,12,232.08,259.08,19VMXQSZ,B0BG3JWTMZ,46.42,19VMXQSZB0BG3JWTMZ,19VMXQSZ,B0BG3JWTMZ,0,11,0,0,0,,0,,19.34,12,0,232.08,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3693,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BG3JWTMZ,12,232.08,259.08,19VMXQSZ,B0BG3JWTMZ,46.42,19VMXQSZB0BG3JWTMZ,19VMXQSZ,B0BG3JWTMZ,0,11,0,0,0,,0,,19.34,12,0,232.08,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3694,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BH776XNJ,1,22.74,33.54,19VMXQSZ,B0BH776XNJ,4.55,19VMXQSZB0BH776XNJ,19VMXQSZ,B0BH776XNJ,0,1,0,0,0,,0,,22.74,1,0,22.74,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3695,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BH776XNJ,1,22.74,33.54,19VMXQSZ,B0BH776XNJ,4.55,19VMXQSZB0BH776XNJ,19VMXQSZ,B0BH776XNJ,0,1,0,0,0,,0,,22.74,1,0,22.74,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3696,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BH776XNJ,1,22.74,33.54,19VMXQSZ,B0BH776XNJ,4.55,19VMXQSZB0BH776XNJ,19VMXQSZ,B0BH776XNJ,0,1,0,0,0,,0,,22.74,1,0,22.74,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3697,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BV7BT26B,3125,31750,43093.75,19VMXQSZ,B0BV7BT26B,6350,19VMXQSZB0BV7BT26B,19VMXQSZ,B0BV7BT26B,0,3124,0,0,0,,0,,10,3125,0,31750,Valid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3698,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BV7BT26B,3125,31750,43093.75,19VMXQSZ,B0BV7BT26B,6350,19VMXQSZB0BV7BT26B,19VMXQSZ,B0BV7BT26B,0,3124,0,0,0,,0,,10,3125,0,31750,Valid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3699,2023-11-27,6429-801766995,34790.4,Promotions ,19VMXQSZB0BV7BT26B,3125,31750,43093.75,19VMXQSZ,B0BV7BT26B,6350,19VMXQSZB0BV7BT26B,19VMXQSZ,B0BV7BT26B,0,3124,0,0,0,,0,,10,3125,0,31750,Valid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3700,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVI4,48,1192.32,1295.52,1A328IOM,B0143NQVI4,238.46,1A328IOMB0143NQVI4,1A328IOM,B0143NQVI4,0,48,0,0,0,,0,,24.84,48,0,1192.32,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3701,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVI4,48,1192.32,1295.52,1A328IOM,B0143NQVI4,238.46,1A328IOMB0143NQVI4,1A328IOM,B0143NQVI4,0,48,0,0,0,,0,,24.84,48,0,1192.32,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3702,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVI4,48,1192.32,1295.52,1A328IOM,B0143NQVI4,238.46,1A328IOMB0143NQVI4,1A328IOM,B0143NQVI4,0,48,0,0,0,,0,,24.84,48,0,1192.32,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3703,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVI4,48,1192.32,1295.52,1A328IOM,B0143NQVI4,238.46,1A328IOMB0143NQVI4,1A328IOM,B0143NQVI4,0,48,0,0,0,,0,,24.84,48,0,1192.32,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3704,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVP2,408,10134.72,11011.92,1A328IOM,B0143NQVP2,2026.94,1A328IOMB0143NQVP2,1A328IOM,B0143NQVP2,0,402,0,0,0,,0,,24.84,408,0,10134.72,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3705,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVP2,408,10134.72,11011.92,1A328IOM,B0143NQVP2,2026.94,1A328IOMB0143NQVP2,1A328IOM,B0143NQVP2,0,402,0,0,0,,0,,24.84,408,0,10134.72,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3706,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVP2,408,10134.72,11011.92,1A328IOM,B0143NQVP2,2026.94,1A328IOMB0143NQVP2,1A328IOM,B0143NQVP2,0,402,0,0,0,,0,,24.84,408,0,10134.72,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3707,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQVP2,408,10134.72,11011.92,1A328IOM,B0143NQVP2,2026.94,1A328IOMB0143NQVP2,1A328IOM,B0143NQVP2,0,402,0,0,0,,0,,24.84,408,0,10134.72,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3708,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQW2E,216,5365.44,5829.84,1A328IOM,B0143NQW2E,1073.09,1A328IOMB0143NQW2E,1A328IOM,B0143NQW2E,0,204,0,0,0,,0,,24.84,216,0,5365.44,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3709,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQW2E,216,5365.44,5829.84,1A328IOM,B0143NQW2E,1073.09,1A328IOMB0143NQW2E,1A328IOM,B0143NQW2E,0,204,0,0,0,,0,,24.84,216,0,5365.44,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3710,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQW2E,216,5365.44,5829.84,1A328IOM,B0143NQW2E,1073.09,1A328IOMB0143NQW2E,1A328IOM,B0143NQW2E,0,204,0,0,0,,0,,24.84,216,0,5365.44,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3711,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB0143NQW2E,216,5365.44,5829.84,1A328IOM,B0143NQW2E,1073.09,1A328IOMB0143NQW2E,1A328IOM,B0143NQW2E,0,204,0,0,0,,0,,24.84,216,0,5365.44,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3712,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB018H3LFJG,139,3536.16,3826.67,1A328IOM,B018H3LFJG,707.23,1A328IOMB018H3LFJG,1A328IOM,B018H3LFJG,0,253,0,0,0,,0,,25.44,139,0,3536.16,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3713,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB018H3LFJG,139,3536.16,3826.67,1A328IOM,B018H3LFJG,707.23,1A328IOMB018H3LFJG,1A328IOM,B018H3LFJG,0,253,0,0,0,,0,,25.44,139,0,3536.16,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3714,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB018H3LFJG,139,3536.16,3826.67,1A328IOM,B018H3LFJG,707.23,1A328IOMB018H3LFJG,1A328IOM,B018H3LFJG,0,253,0,0,0,,0,,25.44,139,0,3536.16,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3715,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB018H3LFJG,139,3536.16,3826.67,1A328IOM,B018H3LFJG,707.23,1A328IOMB018H3LFJG,1A328IOM,B018H3LFJG,0,253,0,0,0,,0,,25.44,139,0,3536.16,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3716,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB01M60S8C3,90,2235.6,2429.1,1A328IOM,B01M60S8C3,447.12,1A328IOMB01M60S8C3,1A328IOM,B01M60S8C3,0,90,0,0,0,,0,,24.84,90,0,2235.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3717,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB01M60S8C3,90,2235.6,2429.1,1A328IOM,B01M60S8C3,447.12,1A328IOMB01M60S8C3,1A328IOM,B01M60S8C3,0,90,0,0,0,,0,,24.84,90,0,2235.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3718,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB01M60S8C3,90,2235.6,2429.1,1A328IOM,B01M60S8C3,447.12,1A328IOMB01M60S8C3,1A328IOM,B01M60S8C3,0,90,0,0,0,,0,,24.84,90,0,2235.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
3719,2023-11-27,6429-801766995,34790.4,Promotions ,1A328IOMB01M60S8C3,90,2235.6,2429.1,1A328IOM,B01M60S8C3,447.12,1A328IOMB01M60S8C3,1A328IOM,B01M60S8C3,0,90,0,0,0,,0,,24.84,90,0,2235.6,Invalid,Valid,Valid,,Invalid,Invalid,0,Quantity deducted is higher than received quantity
