id,standard_customer,invoice_number,sku,deducted_amount,deducted_qty,deducted_price_per_qty,deduction_date,invoice_location,reason_code,sub_reason_code,deduction_reason,backup_status,
751637,Kroger,9033418568,-,250.7,1,250.7,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033420068,-,72.6,1,72.6,18-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033420069,-,64.08,1,64.08,18-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033420071,-,73.96,1,73.96,18-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033420073,-,154.47,1,154.47,18-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
769794,Kroger,9033424943,-,243.32,1,243.32,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304064,AWG,9033425041,-,314.48,1,314.48,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
751521,Kroger,9033425176,-,287.37,1,287.37,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
751644,Kroger,9033425177,-,160.5,1,160.5,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
769802,Kroger,9033425216,-,115.95,1,115.95,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033425647,-,98.27,1,98.27,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
751520,Kroger,9033426097,-,109.04,1,109.04,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033427933,-,57.56,1,57.56,18-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033427935,-,71.85,1,71.85,18-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033427943,-,50.95,1,50.95,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033427946,-,143.23,1,143.23,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033427949,-,56.79,1,56.79,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033427954,-,96.77,1,96.77,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Publix,9033427954,-,68.65,1,68.65,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Gordon,9033429434,-,26.8,1,26.8,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033430114,-,222.8,1,222.8,15-02-2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033430883,-,64.89,1,64.89,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0305303,AWG,9033431333,-,348.96,1,348.96,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033431370,-,56.73,1,56.73,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033431437,-,56.57,1,56.57,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033431489,-,52.57,1,52.57,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033431495,-,164.15,1,164.15,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033432631,-,368.4,1,368.4,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033432764,-,396.79,1,396.79,20-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033433366,-,56.32,1,56.32,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Gordon,9033433366,-,13.76,1,13.76,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Gordon,9033434763,-,74.06,1,74.06,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033435085,-,54.36,1,54.36,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033435103,-,92.48,1,92.48,21-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033435106,-,120.94,1,120.94,21-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033435184,-,251.69,1,251.69,21-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
788583,Kroger,9033435232,-,292.99,1,292.99,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
788281,Kroger,9033435234,-,148.74,1,148.74,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033436115,-,11.04,1,11.04,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033438143,-,31.42,1,31.42,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0313617 ,AWG,9033438230,-,31.62,1,31.62,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304013,AWG,9033439037,-,99.37,1,99.37,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033439041,-,382.84,1,382.84,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
788308,Kroger,9033440071,-,206.5,1,206.5,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
751522,Kroger,9033440093,-,111.58,1,111.58,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033440121,-,96.13,1,96.13,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033440126,-,105.68,1,105.68,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033440127,-,147.26,1,147.26,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033440797,-,175.76,1,175.76,21-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033440813,-,149.08,1,149.08,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441052,-,65.29,1,65.29,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441072,-,93.37,1,93.37,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441074,-,144.52,1,144.52,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441096,-,14.38,1,14.38,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441157,-,11.74,1,11.74,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441164,-,50.38,1,50.38,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441168,-,42.98,1,42.98,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441170,-,39.67,1,39.67,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441172,-,138.55,1,138.55,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441268,-,176.41,1,176.41,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441270,-,133.85,1,133.85,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441272,-,350.24,1,350.24,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033441274,-,171.35,1,171.35,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
751646,Kroger,9033441402,-,181.61,1,181.61,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0313651,AWG,9033441410,-,16.2,1,16.2,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033441682,-,41.36,1,41.36,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033441838,-,19.61,1,19.61,19-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033441860,-,18.93,1,18.93,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304042 ,AWG,9033442188,-,294.9,1,294.9,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Spartan Nash,9033442968,-,11.99,1,11.99,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033444418,-,61.61,1,61.61,22-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033444843,-,88.39,1,88.39,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033444846,-,59.98,1,59.98,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033444847,-,61.09,1,61.09,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033444856,-,59.64,1,59.64,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033445064,-,372.71,1,372.71,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033445068,-,246.24,1,246.24,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Publix,9033445068,-,136.61,1,136.61,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Publix,9033446043,-,122.74,1,122.74,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446047,-,14.63,1,14.63,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446050,-,49.35,1,49.35,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446053,-,102.89,1,102.89,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033446153,-,13.19,1,13.19,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446845,-,102.13,1,102.13,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446855,-,81.94,1,81.94,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446866,-,31.34,1,31.34,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446872,-,14.54,1,14.54,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446876,-,68.61,1,68.61,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446880,-,20.51,1,20.51,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446886,-,24.1,1,24.1,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446916,-,71.81,1,71.81,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446918,-,15.9,1,15.9,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446921,-,106.23,1,106.23,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033446922,-,81.55,1,81.55,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033447871,-,147.98,1,147.98,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033452209,-,11.25,1,11.25,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033452495,-,13.7,1,13.7,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033452503,-,95.1,1,95.1,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033452505,-,69.25,1,69.25,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033452506,-,54.76,1,54.76,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033452508,-,51.3,1,51.3,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033453084,-,17.3,1,17.3,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033453087,-,84.57,1,84.57,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033453088,-,117.43,1,117.43,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033453089,-,38.67,1,38.67,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033454643,-,44.96,1,44.96,26-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033454690,-,24.98,1,24.98,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033454698,-,36.53,1,36.53,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033454835,-,18.7,1,18.7,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9033454835,-,12.76,1,12.76,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9033455352,-,10.13,1,10.13,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033455373,-,14.43,1,14.43,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033456116,-,12.43,1,12.43,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033456284,-,50.26,1,50.26,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033456285,-,51.19,1,51.19,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
788586,Kroger,9033457020,-,311.92,1,311.92,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033457025,-,116.24,1,116.24,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033457447,-,39.31,1,39.31,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033457793,-,98.91,1,98.91,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033457796,-,63.31,1,63.31,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033457903,-,18.65,1,18.65,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9033457903,-,18.33,1,18.33,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Publix,9033458257,-,267.47,1,267.47,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033458569,-,259.28,1,259.28,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304056,AWG,9033458961,-,135.29,1,135.29,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033459056,-,22.25,1,22.25,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033459057,-,26.55,1,26.55,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033459357,-,43.6,1,43.6,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0305293,AWG,9033459358,-,74.84,1,74.84,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033459875,-,218.65,1,218.65,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304026,AWG,9033459939,-,57.93,1,57.93,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
751523,Kroger,9033461167,-,105.38,1,105.38,10/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033461204,-,40.1,1,40.1,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033461836,-,43.39,1,43.39,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033461851,-,18.59,1,18.59,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033461886,-,217.5,1,217.5,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033461982,-,10.12,1,10.12,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033462534,-,17.02,1,17.02,27-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
751650,Kroger,9033462972,-,159.43,1,159.43,10/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033462999,-,73.98,1,73.98,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033463004,-,92.83,1,92.83,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033463005,-,372.88,1,372.88,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033463007,-,67,1,67,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304057,AWG,9033463162,-,63.25,1,63.25,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033463173,-,209.22,1,209.22,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
751623,Kroger,9033463450,-,311.01,1,311.01,10/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033463591,-,40.72,1,40.72,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
769817,Kroger,9033465095,-,146.1,1,146.1,10/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465141,-,301.38,1,301.38,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465186,-,365.45,1,365.45,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465187,-,326.68,1,326.68,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465198,-,31.02,1,31.02,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465199,-,97.06,1,97.06,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465202,-,37.55,1,37.55,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465204,-,80.92,1,80.92,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465206,-,32.8,1,32.8,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033465207,-,83.05,1,83.05,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033465209,-,38.85,1,38.85,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033465210,-,80,1,80,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033465211,-,165.94,1,165.94,28-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0313621,AWG,9033465232,-,25.85,1,25.85,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033465966,-,22.81,1,22.81,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033466921,-,11.19,1,11.19,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033467747,-,49.28,1,49.28,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033467749,-,53.14,1,53.14,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033467751,-,76.95,1,76.95,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033468182,-,28.98,1,28.98,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Kroger,9033469004,-,398.95,1,398.95,12/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470450,-,83.6,1,83.6,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470451,-,31.97,1,31.97,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470813,-,337.99,1,337.99,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470826,-,42.86,1,42.86,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470831,-,81.71,1,81.71,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470843,-,82.57,1,82.57,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470846,-,194.99,1,194.99,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470850,-,147.68,1,147.68,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470853,-,160.9,1,160.9,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470854,-,37.89,1,37.89,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470857,-,96.15,1,96.15,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470858,-,48.58,1,48.58,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470859,-,378.29,1,378.29,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470860,-,14.65,1,14.65,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033470864,-,16.91,1,16.91,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033471635,-,139.63,1,139.63,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033471637,-,15.82,1,15.82,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033471643,-,16.34,1,16.34,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033472332,-,22,1,22,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474339,-,58.9,1,58.9,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474344,-,101.94,1,101.94,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474349,-,76.29,1,76.29,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474350,-,25.24,1,25.24,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474351,-,124.62,1,124.62,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474352,-,157.26,1,157.26,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474355,-,12.43,1,12.43,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033474357,-,20.26,1,20.26,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033475999,-,39.71,1,39.71,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033476001,-,14.65,1,14.65,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033477710,-,30.17,1,30.17,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033477712,-,44.86,1,44.86,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
751524,Kroger,9033479734,-,266.68,1,266.68,12/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033480137,-,87.6,1,87.6,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033480139,-,20.51,1,20.51,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033480160,-,10.97,1,10.97,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033480161,-,19.68,1,19.68,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033480164,-,11.29,1,11.29,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033480220,-,10.45,1,10.45,29-12-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033480221,-,18.77,1,18.77,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033481922,-,13.27,1,13.27,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033481947,-,288.91,1,288.91,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033482350,-,16.44,1,16.44,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033482470,-,43.87,1,43.87,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Spartan Nash,9033482483,-,40.62,1,40.62,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033482524,-,17.47,1,17.47,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033482769,-,26.84,1,26.84,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033482770,-,136.16,1,136.16,2/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033482839,-,12.81,1,12.81,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9033483112,-,32.17,1,32.17,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033484202,-,65.8,1,65.8,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033484251,-,98.58,1,98.58,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033484281,-,98.98,1,98.98,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033484774,-,14.81,1,14.81,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033485154,-,133.35,1,133.35,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033486090,-,19.3,1,19.3,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033486187,-,277.34,1,277.34,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033486243,-,50.99,1,50.99,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033486254,-,233.02,1,233.02,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
751517,Kroger,9033487369,-,372.72,1,372.72,17-01-2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033487673,-,70.63,1,70.63,10/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033488330,-,28.7,1,28.7,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0313644,AWG,9033488332,-,30.91,1,30.91,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0305296,AWG,9033488333,-,328.38,1,328.38,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033489587,-,65.24,1,65.24,22-01-2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033489645,-,131.53,1,131.53,10/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9033490115,-,172.96,1,172.96,18-01-2024,-,Freight Allowance,-,Freight Allowance,Yes,2
,Gordon,9033490115,-,104.86,1,104.86,18-01-2024,-,Freight Allowance,-,Freight Allowance,Yes,2
,MDI,9033490637,-,25.23,1,25.23,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,2
,MDI,9033490637,-,63.49,1,63.49,3/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9033492843,-,20.42,1,20.42,5/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033493258,-,55.65,1,55.65,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Spartan Nash,9033494768,-,29.7,1,29.7,4/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304035,AWG,9033495580,-,65.68,1,65.68,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033495683,-,35.86,1,35.86,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,MDI,9033496288,-,18.45,1,18.45,9/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033496340,-,78.32,1,78.32,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033496342,-,20.51,1,20.51,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033497342,-,14.99,1,14.99,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9033497346,-,39.03,1,39.03,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033497426,-,26.49,1,26.49,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0304058,AWG,9033497427,-,332.49,1,332.49,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
,Publix,9033497519,-,204.47,1,204.47,8/1/2024,-,Freight Allowance,-,Freight Allowance,Yes,1
