id,standard_customer,invoice_number,sku,deducted_amount,deducted_qty,deducted_price_per_qty,deduction_date,invoice_location,reason_code,sub_reason_code,deduction_reason,backup_status,
343759,C&S,9032473922,-,214.85,1,214.85,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339428,C&S,9032473968,-,290.53,1,290.53,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340916,C&S,9032473975,-,215.03,1,215.03,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339436,C&S,9032473976,-,215.27,1,215.27,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032474939,-,50,1,50,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343765,C&S,9032475555,-,16.3,1,16.3,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032475556,-,16.13,1,16.13,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340742,C&S,9032475557,-,132.33,1,132.33,6/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032476201,-,61.42,1,61.42,5/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339443,C&S,9032476241,-,215.27,1,215.27,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340929,C&S,9032476255,-,215.02,1,215.02,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032476322,-,50.54,1,50.54,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032476345,-,61.58,1,61.58,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032476356,-,160.88,1,160.88,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
649854,Kroger,9032478045,-,343.49,1,343.49,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032478354,-,50,1,50,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339420,C&S,9032479287,-,214.78,1,214.78,10/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340913,C&S,9032479288,-,215.04,1,215.04,10/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032479541,-,189.75,1,189.75,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
653159,Kroger,9032479638,-,164.49,1,164.49,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263827,AWG,9032480419,-,63.35,1,63.35,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032480420,-,50,1,50,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032480448,-,50,1,50,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0268295,AWG,9032480846,-,50.2,1,50.2,7/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,US Foods,9032482005,-,248.39,1,248.39,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Supervalu,9032485001,-,138.8,1,138.8,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
655869,Kroger,9032486694,-,155.98,1,155.98,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
649831,Kroger,9032487181,-,137.45,1,137.45,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
654296,Kroger,9032487212,-,118.11,1,118.11,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340900,C&S,9032487624,-,215.07,1,215.07,11/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032487729,-,231.12,1,231.12,10/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0261834,AWG,9032487729,-,343.67,1,343.67,10/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
340120,C&S,9032487844,-,215.11,1,215.11,10/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
654284,Kroger,9032488771,-,138.89,1,138.89,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
652425,Kroger,9032490339,-,114.48,1,114.48,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032491296,-,214.5,1,214.5,11/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
652551,Kroger,9032494555,-,102.76,1,102.76,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
654306,Kroger,9032495107,-,116.55,1,116.55,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343766,C&S,9032495757,-,15.48,1,15.48,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
649833,Kroger,9032495904,-,234.47,1,234.47,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
649851,Kroger,9032496562,-,297.9,1,297.9,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
655884,Kroger,9032496563,-,150.65,1,150.65,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032496738,-,50,1,50,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340924,C&S,9032497089,-,215.03,1,215.03,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343760,C&S,9032497100,-,214.84,1,214.84,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343755,C&S,9032497101,-,214.87,1,214.87,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340068,C&S,9032497104,-,214.66,1,214.66,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263815,AWG,9032497296,-,103.47,1,103.47,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032497300,-,101.59,1,101.59,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343756,C&S,9032497815,-,214.87,1,214.87,12/4/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666915,Kroger,9032499296,-,119.87,1,119.87,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032499729,-,50,1,50,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0262433,AWG,9032499733,-,301.67,1,301.67,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0262442 ,AWG,9032499739,-,210.25,1,210.25,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,US Foods,9032499744,-,253.57,1,253.57,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0262439,AWG,9032500218,-,201.26,1,201.26,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032500247,-,50,1,50,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032500748,-,50,1,50,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340905,C&S,9032501410,-,215.05,1,215.05,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343770,C&S,9032501878,-,13.09,1,13.09,13-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343757,C&S,9032502768,-,214.86,1,214.86,18-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032502951,-,50,1,50,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032503046,-,100.75,1,100.75,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032504103,-,222.78,1,222.78,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Gordon,9032504103,-,187.93,1,187.93,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,Gordon,9032504163,-,59.36,1,59.36,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340091,C&S,9032504214,-,215.25,1,215.25,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339430,C&S,9032504215,-,214.72,1,214.72,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343763,C&S,9032504224,-,43.64,1,43.64,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340936,C&S,9032504234,-,215,1,215,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032505586,-,50,1,50,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032505588,-,50,1,50,14-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665628,Kroger,9032505668,-,143.65,1,143.65,26-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032505910,-,89.71,1,89.71,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032506199,-,50,1,50,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032508145,-,215.19,1,215.19,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343761,C&S,9032508147,-,44.31,1,44.31,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339066,C&S,9032508153,-,215.19,1,215.19,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340894,C&S,9032508156,-,215.1,1,215.1,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032508165,-,50,1,50,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032508264,-,248.74,1,248.74,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0261841,AWG,9032508264,-,340.66,1,340.66,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9032509109,-,50,1,50,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Supervalu,9032509136,-,214.43,1,214.43,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666783,Kroger,9032510314,-,118.6,1,118.6,26-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263806,AWG,9032510731,-,136.2,1,136.2,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032510774,-,51.27,1,51.27,18-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032510841,-,50,1,50,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665530,Kroger,9032511871,-,311.9,1,311.9,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032512293,-,50,1,50,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343764,C&S,9032512694,-,16.63,1,16.63,18-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666958,Kroger,9032512851,-,101.29,1,101.29,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032513141,-,140.25,1,140.25,18-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263822 ,AWG,9032515024,-,101.32,1,101.32,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032515432,-,50,1,50,17-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665519,Kroger,9032516835,-,191.68,1,191.68,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
664346,Kroger,9032520046,-,217.06,1,217.06,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0262443,AWG,9032520227,-,214.39,1,214.39,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032520280,-,50,1,50,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032520753,-,30.4,1,30.4,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032522149,-,50,1,50,18-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Kroger,9032522270,-,139.33,1,139.33,1/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
665547,Kroger,9032522270,-,139.33,1,139.33,1/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
340113,C&S,9032522444,-,215.14,1,215.14,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032522649,-,50,1,50,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032523798,-,156.75,1,156.75,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263828,AWG,9032523799,-,57.68,1,57.68,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032524799,-,50,1,50,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340754,C&S,9032525685,-,87.09,1,87.09,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666308,Kroger,9032526123,-,283.88,1,283.88,2/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032527148,-,130.21,1,130.21,19-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
343753,C&S,9032527313,-,214.99,1,214.99,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665611,Kroger,9032527341,-,145.53,1,145.53,1/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Costco,9032527830,-,393.15,1,393.15,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032528266,-,50,1,50,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
340748,C&S,9032528290,-,101.75,1,101.75,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339418,C&S,9032528293,-,322.92,1,322.92,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263805 ,AWG,9032528300,-,139.26,1,139.26,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0261967,AWG,9032528301,-,313.06,1,313.06,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0261969 ,AWG,9032528740,-,301.71,1,301.71,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
339424,C&S,9032528840,-,312.09,1,312.09,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Supervalu,9032529292,-,81.68,1,81.68,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032529656,-,50,1,50,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Supervalu,9032530147,-,58.26,1,58.26,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0263800,AWG,9032531452,-,175.72,1,175.72,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0261812,AWG,9032531476,-,352.38,1,352.38,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0261964,AWG,9032531478,-,323.56,1,323.56,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032531544,-,50,1,50,21-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665526,Kroger,9032532282,-,168.39,1,168.39,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666323,Kroger,9032532950,-,278.87,1,278.87,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032533304,-,283.53,1,283.53,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032533408,-,56.91,1,56.91,20-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032533484,-,131.75,1,131.75,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Costco,9032534201,-,391.88,1,391.88,1/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269492 ,AWG,9032534449,-,343.28,1,343.28,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032534508,-,176.97,1,176.97,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032534513,-,296.17,1,296.17,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
664338,Kroger,9032535231,-,244.75,1,244.75,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032535239,-,50,1,50,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032537491,-,67.96,1,67.96,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0271107,AWG,9032537491,-,70.79,1,70.79,24-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
666940,Kroger,9032539843,-,110,1,110,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032545357,-,160.3,1,160.3,25-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269737 ,AWG,9032546452,-,106.41,1,106.41,26-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
664305,Kroger,9032546524,-,269.73,1,269.73,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032547216,-,198.61,1,198.61,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269750,AWG,9032547228,-,103.93,1,103.93,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032547247,-,320.11,1,320.11,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032547805,-,28.1,1,28.1,26-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269755,AWG,9032549156,-,147.24,1,147.24,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032549158,-,51.56,1,51.56,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032549197,-,50.96,1,50.96,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0270689,AWG,9032549197,-,78.66,1,78.66,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0269484 ,AWG,9032549324,-,376.73,1,376.73,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9032549324,-,268.65,1,268.65,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,C&S,9032550487,-,398.24,1,398.24,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032551013,-,60.16,1,60.16,27-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666384,Kroger,9032551369,-,134.21,1,134.21,9/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269465,AWG,9032552077,-,398.87,1,398.87,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666775,Kroger,9032552317,-,121.1,1,121.1,9/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666326,Kroger,9032552693,-,278.87,1,278.87,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032552739,-,180.69,1,180.69,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032554827,-,71.59,1,71.59,26-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665522,Kroger,9032554911,-,171.39,1,171.39,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Costco,9032555371,-,387.45,1,387.45,15-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032556089,-,209.76,1,209.76,28-04-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666942,Kroger,9032556293,-,109.29,1,109.29,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269758,AWG,9032560752,-,143.4,1,143.4,1/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032561428,-,284.95,1,284.95,2/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032561516,-,52.2,1,52.2,1/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032568100,-,99.48,1,99.48,27-10-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269760,AWG,9032568110,-,95.64,1,95.64,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269511,AWG,9032568117,-,181.74,1,181.74,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665551,Kroger,9032570065,-,303.84,1,303.84,12/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
664350,Kroger,9032571164,-,212.78,1,212.78,15-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665569,Kroger,9032572159,-,167.91,1,167.91,15-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269752,AWG,9032573893,-,103.22,1,103.22,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0271113 ,AWG,9032573894,-,52.52,1,52.52,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032573896,-,75.06,1,75.06,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0270686,AWG,9032573911,-,117.85,1,117.85,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666952,Kroger,9032574721,-,108.07,1,108.07,16-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665601,Kroger,9032574723,-,146.27,1,146.27,12/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665527,Kroger,9032574726,-,135.11,1,135.11,16-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032574737,-,143.92,1,143.92,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032576630,-,61.1,1,61.1,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032576641,-,80.82,1,80.82,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032577775,-,84.51,1,84.51,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269466 ,AWG,9032578824,-,388.22,1,388.22,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9032578824,-,258.66,1,258.66,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0271118,AWG,9032579301,-,51.6,1,51.6,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032579738,-,0.04,1,0.04,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032579816,-,210.32,1,210.32,4/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665523,Kroger,9032579817,-,169.41,1,169.41,16-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032580270,-,119.13,1,119.13,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269512,AWG,9032580449,-,116.81,1,116.81,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0270696,AWG,9032580449,-,75.89,1,75.89,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9032580456,-,52.38,1,52.38,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
664314,Kroger,9032581532,-,265.82,1,265.82,17-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032581901,-,52.16,1,52.16,3/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032582029,-,115.78,1,115.78,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666388,Kroger,9032582123,-,118.97,1,118.97,17-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269762,AWG,9032582470,-,86.61,1,86.61,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032582478,-,182.32,1,182.32,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032582515,-,64.23,1,64.23,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032582791,-,0.1,1,0.1,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032582796,-,0.07,1,0.07,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032583814,-,180.22,1,180.22,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269499,AWG,9032583816,-,193.37,1,193.37,5/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269751 ,AWG,9032587790,-,62.02,1,62.02,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032588611,-,73.81,1,73.81,16-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032591178,-,231.1,1,231.1,9/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Gordon,9032591392,-,67.5,1,67.5,16-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269756,AWG,9032592322,-,145.52,1,145.52,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269748,AWG,9032592323,-,104.58,1,104.58,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269749 ,AWG,9032592324,-,63.83,1,63.83,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032592325,-,276.85,1,276.85,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032592326,-,112.71,1,112.71,8/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032592328,-,343.74,1,343.74,22-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0270692 ,AWG,9032595170,-,77.59,1,77.59,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0271111,AWG,9032595177,-,54.65,1,54.65,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0269487,AWG,9032598185,-,360,1,360,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0270285,AWG,9032598661,-,255.03,1,255.03,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665631,Kroger,9032599627,-,142.08,1,142.08,22-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666298,Kroger,9032599803,-,284.9,1,284.9,19-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
"666931	",Kroger,9032600220,-,110.06,1,110.06,22-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
664293,Kroger,9032600221,-,335.51,1,335.51,22-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
VEN0270678,AWG,9032602327,-,130.18,1,130.18,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Costco,9032602676,-,392.15,1,392.15,19-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Costco,9032602677,-,391.88,1,391.88,19-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032602699,-,135.97,1,135.97,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032603034,-,61.22,1,61.22,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9032603034,-,55.4,1,55.4,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,2
,AWG,9032603098,-,161.98,1,161.98,10/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666922,Kroger,9032603102,-,111.86,1,111.86,23-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
666393,Kroger,9032604436,-,109.65,1,109.65,23-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032605781,-,260.96,1,260.96,12/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032605787,-,148.36,1,148.36,12/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,Kroger,9032606178,-,248.34,1,248.34,24-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
664318,Kroger,9032606178,-,248.34,1,248.34,24-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,2
VEN0269476,AWG,9032608422,-,377.4,1,377.4,12/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032608899,-,78.98,1,78.98,18-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,AWG,9032608900,-,59.18,1,59.18,12/5/2023,-,Freight Allowance,-,Freight Allowance,Yes,1
,C&S,9032609631,-,269.18,1,269.18,17-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
665521,Kroger,9032610038,-,187.57,1,187.57,24-05-2023,-,Freight Allowance,-,Freight Allowance,Yes,1
