concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9110703938328289,9110703938,328289,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938328290,9110703938,328290,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938328291,9110703938,328291,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938324908,9110703938,324908,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938320881,9110703938,320881,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938320882,9110703938,320882,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938320883,9110703938,320883,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938320749,9110703938,320749,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110703938320550,9110703938,320550,8155954851,6026038597,0,0,0,0,0,Yes,Yes,No,Yes
9110503853306546,9110503853,306546,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9110503853306553,9110503853,306553,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9110503853306546,9110503853,306546,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9110503853305937,9110503853,305937,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9110503853302830,9110503853,302830,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9110503853308341,9110503853,308341,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9110503853305219,9110503853,305219,8120601465,6025748889,0,0,0,0,0,Yes,Yes,No,Yes
9111298497326895,9111298497,326895,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497324912,9111298497,324912,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497324909,9111298497,324909,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497324910,9111298497,324910,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328418,9111298497,328418,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328440,9111298497,328440,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328438,9111298497,328438,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328468,9111298497,328468,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328203,9111298497,328203,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320109,9111298497,320109,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497329515,9111298497,329515,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328411,9111298497,328411,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328466,9111298497,328466,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328431,9111298497,328431,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320122,9111298497,320122,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320119,9111298497,320119,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320574,9111298497,320574,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328278,9111298497,328278,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328280,9111298497,328280,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497328289,9111298497,328289,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497324907,9111298497,324907,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497324906,9111298497,324906,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320881,9111298497,320881,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320882,9111298497,320882,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320749,9111298497,320749,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
9111298497320550,9111298497,320550,8155954851,6027291052,0,0,0,0,0,Yes,Yes,No,Yes
