Receive Date,Return Date,Invoice Day,Transaction Type,Quantity,Net Receipts,Net Receipts Currency,List Price,List Price Currency,Rebate In Agreement Currency,Agreement Currency,Rebate In Purchase Order Currency,Purchase Order Currency,Purchase Order,Asin,UPC,EAN,Manufacturer,Distributor,Product Group,Category,Subcategory,Title,Product Description,Binding,Cost Currency,Old Cost,New Cost,Price Protection Agreement,Price Protection Day,Cost Variance,Invoice,Multi-Country Parent Agreement ID,Invoice ID,,,
20-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,4JOR6E4Q,B0785P5MP5,38000182525,6.80642E+11,DE48C,0***N,325,32504000,32504009,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Snack Stacks, Variety Pack, 12.9oz Box (18 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
10-10-2023,,,Distributor Shipment,107,"1,348.20",USD,"2,138.93",USD,269.64,USD,269.64,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
27-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,435UGSIN,B0785P5MP5,38000182525,6.80642E+11,DE48C,0***N,325,32504000,32504009,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Snack Stacks, Variety Pack, 12.9oz Box (18 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
25-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,68IA9GAW,B07HFNFWT7,38000183720,38000183720,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, BBQ (Pack of 12)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
24-10-2023,,,Distributor Shipment,123,"1,975.38",USD,"2,225.07",USD,395.08,USD,395.08,USD,5HEPWSGG,B084RDDFGR,38000240522,38000240522,KEUB1,7***G,325,32502500,32502506,"Rice Krispies Treats Crispy Marshmallow Squares, Kids Snacks, Snack Bars, Original (54 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
28-10-2023,,,Distributor Shipment,144,"2,799.36",USD,"4,020.48",USD,559.87,USD,559.87,USD,4DVX1ITB,B07Z77HQCN,38000167706,38000167706,PUCC9,P***E,325,32502500,32502506,"Special K Pastry Crisps, Breakfast Bars, 100 Calorie Snacks, Brown Sugar Cinnamon (8 Boxes, 96 Crisps)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
21-10-2023,,,Distributor Shipment,46,709.32,USD,"1,028.56",USD,141.86,USD,141.86,USD,25167VDZ,B09Z1QTNJN,,,PUCC9,P***9,325,32504000,32504002,"Town House Pita Crackers Oven Baked Crackers, Lunch Snacks, Party Snacks, Sea Salt (4 Boxes)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
17-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8JIWSS6M,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
29-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
08-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,5NX6SE9Y,B078D7MGY5,38000182587,38000182587,KEBF9,0***N,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, On-the-Go Snacks, Snack Stacks, Variety Pack, 19.3oz Box (27 Cups)​​",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
21-10-2023,,,Distributor Shipment,432,"8,808.48",USD,"9,715.68",USD,"1,761.70",USD,"1,761.70",USD,78LYV2LN,B08HWHDL87,,,KEUB1,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Brown Sugar Cinnamon, Value Pack (64 Pop-Tarts)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
07-10-2023,,22-07-2023,Cost Variance Distributor Shipment,2,,,,,0,USD,0,USD,728P3MBB,B07LC7HSZN,8.5803E+11,8.5803E+11,AU0O4,C***B,325,32502500,32500849,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate, 11.3oz Box (10 Packs)",,unknown_binding,,,,,,0,826755437,,6429-817059700,6429-817059700,20.00%,59960910
13-10-2023,,,Distributor Shipment,144,"2,272.32",USD,"3,106.08",USD,454.46,USD,454.46,USD,3FYYU88D,B001M20XA2,,,KEBF9,P***E,325,32504000,32504004,"Nutri-Grain Soft Baked Breakfast Bars, Made with Whole Grains, Kids Snacks, Value Pack, Strawberry, (3 Boxes, 48 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
23-10-2023,,,Distributor Shipment,78,"4,165.20",USD,"5,143.32",USD,833.04,USD,833.04,USD,71K6URMB,B0BJXW16DL,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Sea Salt, 5 Count (Pack of 6)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
05-10-2023,,,Distributor Shipment,2,106.8,USD,131.88,USD,21.36,USD,21.36,USD,8PTKIVUR,B0BJXW16DL,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Sea Salt, 5 Count (Pack of 6)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
24-10-2023,,,Distributor Shipment,2,106.8,USD,131.88,USD,21.36,USD,21.36,USD,71K6URMB,B0BJXW16DL,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Sea Salt, 5 Count (Pack of 6)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
04-10-2023,,,Distributor Shipment,6,320.4,USD,395.64,USD,64.08,USD,64.08,USD,8PTKIVUR,B0BJXW16DL,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Sea Salt, 5 Count (Pack of 6)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
27-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,71K6URMB,B0BJXW16DL,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Sea Salt, 5 Count (Pack of 6)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
25-10-2023,,,Distributor Shipment,128,"1,643.52",USD,"2,289.92",USD,328.7,USD,328.7,USD,77M5TM9U,B09RCSXZYW,24100001521,24100001521,KEBF9,7***G,325,32504000,32504002,"Kellogg's Snacks, Lunch Snacks, Kids Snacks, Mega Pack, Variety Pack, 30.1oz Box (30 Packs)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
09-10-2023,,,Distributor Shipment,2,22.08,USD,35.76,USD,4.42,USD,4.42,USD,81HJDKCV,B07HFNFWT7,38000183720,38000183720,KEBF9,0***N,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, BBQ (Pack of 12)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
20-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
21-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
11-10-2023,,,Distributor Shipment,2,22.08,USD,35.76,USD,4.42,USD,4.42,USD,68IA9GAW,B07HFNFWT7,38000183720,38000183720,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, BBQ (Pack of 12)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
26-10-2023,,,Distributor Shipment,108,"5,767.20",USD,"7,121.52",USD,"1,153.44",USD,"1,153.44",USD,6BC79HDH,B0BFY34Z9N,,,KEBF9,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Vanilla Almond (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
20-10-2023,,,Distributor Shipment,375,"7,706.25",USD,"8,846.25",USD,"1,541.25",USD,"1,541.25",USD,4OMPC9VP,B07YP58GX8,,,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Variety Pack (5 Boxes, 60 Pop-Tarts)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
29-10-2023,,,Distributor Shipment,103,"5,500.20",USD,"6,791.82",USD,"1,100.04",USD,"1,100.04",USD,6BC79HDH,B0BFY34Z9N,,,KEBF9,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Vanilla Almond (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
28-10-2023,,,Distributor Shipment,3,105.84,USD,140.04,USD,21.17,USD,21.17,USD,4CCXK7FP,B09TN9P2S9,,,PUCC9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Snickerdoodle (96 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8HNB6ETH,B0BQ9D92D8,1.93908E+11,1.93908E+11,AU0O4,C***B,325,32502500,32502506,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Peanut Butter Dark Chocolate, 23.2oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
23-10-2023,,,Distributor Shipment,479,"11,898.36",USD,"12,928.21",USD,"2,379.67",USD,"2,379.67",USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
22-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
23-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
25-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
24-10-2023,,,Distributor Shipment,120,"2,980.80",USD,"3,238.80",USD,596.16,USD,596.16,USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
22-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
25-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
26-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,71K6URMB,B0143NQW2E,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Blueberry, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
24-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
27-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
26-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
03-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,3FVUM7LL,B0785P5MP5,38000182525,6.80642E+11,DE48C,0***N,325,32504000,32504009,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Snack Stacks, Variety Pack, 12.9oz Box (18 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
28-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,5K46MGRT,B018H3LFJG,8.57777E+11,8.57777E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Variety Pack (12 Bars)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
05-10-2023,,,Distributor Shipment,57,"1,402.20",USD,"1,597.71",USD,280.44,USD,280.44,USD,4G6NMABW,B00WXWIJT2,,,KEBF9,7***G,325,32504000,32504002,"Cheez-It Crackers, Original, 1.5oz (60 Count)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
01-10-2023,,,Distributor Shipment,10,162,USD,209.5,USD,32.4,USD,32.4,USD,1DYOH1PH,B07KQZNGJ3,38000202988,38000202988,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Strawberry (5 Boxes, 25 Pouches)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
26-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,4344RY3Y,B09KK94GVX,38000260537,38000260537,KEBF9,P***9,325,32502500,32502506,"Apple Jacks Cereal Bars, Breakfast Snacks, Kids Snacks, Original (8 Boxes, 48 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,2,32.4,USD,41.9,USD,6.48,USD,6.48,USD,4IO8477O,B07YP3FR9Q,38000223662,38000223662,KEBF9,P***E,325,32502500,32502504,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Chocolatey Fudge (5 Boxes, 25 Pouches)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,3,160.2,USD,197.82,USD,32.04,USD,32.04,USD,6BC79HDH,B0BFY34Z9N,,,KEBF9,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Vanilla Almond (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
20-10-2023,,,Distributor Shipment,27,431.19,USD,539.73,USD,86.24,USD,86.24,USD,4OMPC9VP,B07TKYQJ2B,,,KEBF9,7***G,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, White Cheddar (40 Packs)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
03-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,5XV4JW4T,B08WR1CXF5,,,KEBF9,P***E,325,32504000,32504002,"Austin Sandwich Crackers, Single Serve Snack Crackers, Office and Kids Snacks, Peanut Butter on Toasty (12 Trays, 96 Packs)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
17-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,5ZEPSU3U,B07YP442PX,38000222504,38000222504,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Food and Kids Snacks, Unfrosted Strawberry, 10.15lb Case (96 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
14-10-2023,,,Distributor Shipment,100,"3,528.00",USD,"4,668.00",USD,705.6,USD,705.6,USD,5URU4AUZ,B07YP3GKLQ,38000222481,38000222481,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Food and Kids Snacks, Unfrosted Brown Sugar Cinnamon, 10.15lb Case (96 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
11-10-2023,,,Distributor Shipment,10,126,USD,199.9,USD,25.2,USD,25.2,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
12-10-2023,,,Distributor Shipment,1,12.6,USD,19.99,USD,2.52,USD,2.52,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
30-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
18-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
15-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
16-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1ED3MLPA,B0785RNKZS,38000182631,38000182631,KEBF9,0***N,325,32504000,32504027,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (27 Cups)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
12-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
11-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
14-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
13-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
16-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
14-10-2023,,,Distributor Shipment,"1,852","11,260.16",USD,"16,093.88",USD,"2,252.03",USD,"2,252.03",USD,4344RY3Y,B00KR7PKTC,24100940271,24100940271,KEBF9,P***9,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, Variety Pack, 12.1oz Box (12 Packs)",,grocery,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
15-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
18-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2HHY77ER,B09WXF5PJQ,,,KEBF9,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
15-10-2023,,,Distributor Shipment,603,"15,340.32",USD,"16,877.97",USD,"3,068.06",USD,"3,068.06",USD,2HHY77ER,B09WXF5PJQ,,,KEBF9,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
18-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
17-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
16-10-2023,,,Distributor Shipment,24,610.56,USD,671.76,USD,122.11,USD,122.11,USD,2HHY77ER,B09WXF5PJQ,,,KEBF9,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
19-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,8V88AYEW,B0BHXK6FGH,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Coconut Chocolate (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
19-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2HHY77ER,B09WXF5PJQ,,,KEBF9,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
31-10-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2HHY77ER,B09WXF5PJQ,,,KEBF9,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Variety Pack, Gluten Free Snacks, Breakfast Snacks, 22.8oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-817059700,6429-817059700,20.00%,59960910
