Receive Date,Return Date,Invoice Day,Transaction Type,Quantity,Net Receipts,Net Receipts Currency,List Price,List Price Currency,Rebate In Agreement Currency,Agreement Currency,Rebate In Purchase Order Currency,Purchase Order Currency,Purchase Order,Asin,UPC,EAN,Manufacturer,Distributor,Product Group,Category,Subcategory,Title,Product Description,Binding,Cost Currency,Old Cost,New Cost,Price Protection Agreement,Price Protection Day,Cost Variance,Invoice,Multi-Country Parent Agreement ID,Invoice ID,,,
29-09-2023,,,Distributor Shipment,39,"1,375.92",USD,"1,820.52",USD,275.18,USD,275.18,USD,563TBFSD,B09KCJM13X,38000261534,38000261534,PUCC9,P***9,325,32502500,32502504,"Pop-Tarts Eggo Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Maple Flavor (96 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-801766995,,,
12-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,4W5DJRRH,B07TN3C2HD,,,KEBF9,P***E,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Original, 40oz Case (40 Pouches)",,unknown_binding,,,,,,,,,6429-801766995,,,
25-07-2023,,26-07-2023,Cost Variance Distributor Shipment,30,,,,,0,USD,0,USD,1SDDFV1F,B07LC4Y23N,8.59162E+11,6.806E+11,AU0O4,C***B,325,32502500,32500849,"RX Nut Butter Almond Butter, Protein Snack, Lunch Snacks, Maple, 11.3oz Box (10 Packs)",,unknown_binding,,,,,,0,809026907,,6429-801766995,,,
10-09-2023,,,Distributor Shipment,2,31.94,USD,39.98,USD,6.39,USD,6.39,USD,4W5DJRRH,B07TN3C2HD,,,KEBF9,P***E,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Original, 40oz Case (40 Pouches)",,unknown_binding,,,,,,,,,6429-801766995,,,
01-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,46Y82ESN,B08ZFT822T,,,B37JK,K***Q,325,32502500,32502501,"Special K Cold Breakfast Cereal, 11 Vitamins and Minerals, Family Size, Chocolatey Dipped Flakes with Almonds (8 Boxes)",,grocery,,,,,,,,,6429-801766995,,,
24-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,5K46MGRT,B08XZ1P2X8,,,CHR4B,C***B,325,32502500,32500849,"RX Nut Butter, Protein Snack, Lunch Snacks, Variety Pack (60 Packs)",,unknown_binding,,,,,,,,,6429-801766995,,,
22-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7FY7738Z,B07VMBF5HH,,,KEUB1,P***E,325,32502500,32502506,"Kellogg's Special K Protein Meal Bars, Meal Replacement, Bulk Protein Snacks, Variety Pack (3 Boxes, 18 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
07-09-2023,,,Distributor Shipment,475,"11,799.00",USD,"12,820.25",USD,"2,359.80",USD,"2,359.80",USD,8BWTGFVC,B01M6TK228,8.57777E+11,8.57777E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-801766995,,,
26-09-2023,,,Distributor Shipment,1,53.4,USD,65.94,USD,10.68,USD,10.68,USD,3VEABGAN,B0BFZMYY8J,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Mixed Berry (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
21-09-2023,,,Distributor Shipment,30,396,USD,788.4,USD,79.2,USD,79.2,USD,1NRNRQPC,B07BBYJNWC,38000183645,38000183645,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, BBQ (12 Cans)",,unknown_binding,,,,,,,,,6429-801766995,,,
10-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7FY7738Z,B07VMBF5HH,,,KEUB1,P***E,325,32502500,32502506,"Kellogg's Special K Protein Meal Bars, Meal Replacement, Bulk Protein Snacks, Variety Pack (3 Boxes, 18 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
14-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,23UJ3ZFG,B07YP2SMTR,38000223389,38000223389,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted S'mores (64 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
15-09-2023,,,Distributor Shipment,102,"1,346.40",USD,"2,680.56",USD,269.28,USD,269.28,USD,1TKK8OXJ,B07MWMNLQF,38000169090,38000169090,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Grab n' Go, Pizza (12 Cans)",,grocery,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,1,20.8,USD,22.99,USD,4.16,USD,4.16,USD,7PIYY17T,B0BYHB689F,,,CHR4B,C***B,325,32502500,32502506,"RXBAR Minis Protein Bars, Protein Snack, Snack Bars, Variety Pack (16 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
21-09-2023,,,Distributor Shipment,1,20.8,USD,22.99,USD,4.16,USD,4.16,USD,7PIYY17T,B0BYHB689F,,,CHR4B,C***B,325,32502500,32502506,"RXBAR Minis Protein Bars, Protein Snack, Snack Bars, Variety Pack (16 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
30-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,6FUK5SEU,B07Q89M576,,,CHR4B,C***B,325,32502500,32500849,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",,grocery,,,,,,,,,6429-801766995,,,
12-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,33NW6LJP,B08Z572K8V,24100120345,24100120345,KEBF9,P***9,325,32504000,32504002,"Cheez-It Baked Snack Cheese Crackers, 3 Flavor Variety Pack, White Cheddar (1 Box), Original (1 Box) and Extra Toasty (1 Box)",,unknown_binding,,,,,,,,,6429-801766995,,,
22-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,14SKQAYJ,B08L7PX3V1,38000251528,38000251528,KEUB1,P***9,121,32502500,32502506,"Special K Protein Bars, Meal Replacement, Protein Snacks, Chocolate Peanut Butter (20 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
11-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,53TA68AM,B084RDDFGR,38000240522,38000240522,KEUB1,P***E,325,32502500,32502506,"Rice Krispies Treats Crispy Marshmallow Squares, Kids Snacks, Snack Bars, Original (54 Bars)",,grocery,,,,,,,,,6429-801766995,,,
05-09-2023,,,Distributor Shipment,75,990,USD,"1,971.00",USD,198,USD,198,USD,3G71JEFD,B07BBYJNWC,38000183645,38000183645,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, BBQ (12 Cans)",,unknown_binding,,,,,,,,,6429-801766995,,,
09-09-2023,,,Distributor Shipment,14,493.92,USD,653.52,USD,98.78,USD,98.78,USD,8BSG4QMN,B07YP2VFNG,38000222740,38000222740,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Food and Kids Snacks, Frosted Cherry, 10.15lb Case (96 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-801766995,,,
06-09-2023,,,Distributor Shipment,10,235.2,USD,311.2,USD,47.04,USD,47.04,USD,3QOG6CCK,B07YP2SMTR,38000223389,38000223389,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted S'mores (64 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
01-09-2023,,,Distributor Shipment,17,349.35,USD,382.33,USD,69.87,USD,69.87,USD,4I4AGK4X,B08HWF68DR,,,KEUB1,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Variety Pack (60 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,"6,300","1,56,492.00",USD,"1,70,037.00",USD,"31,298.40",USD,"31,298.40",USD,8DGAOUXW,B0143NQVJ8,7.78555E+11,8.57777E+11,CHR4B,C***B,325,32500800,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Pumpkin Spice, 22oz Box (12 Bars)",,grocery,,,,,,,,,6429-801766995,,,
25-09-2023,,,Distributor Shipment,27,506.25,USD,506.25,USD,101.25,USD,101.25,USD,2K61H2CC,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
22-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2K61H2CC,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
06-09-2023,,,Distributor Shipment,23,372.6,USD,481.85,USD,74.52,USD,74.52,USD,3QOG6CCK,B08ZFMTLQR,,,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Blueberry (5 Boxes, 25 Pouches)",,grocery,,,,,,,,,6429-801766995,,,
23-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2K61H2CC,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
30-09-2023,,,Distributor Shipment,2,36.68,USD,41.98,USD,7.34,USD,7.34,USD,6JKRTA8Y,B07TQ99WFC,24100116881,24100116881,KEBF9,P***E,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Variety Pack, 38oz Case (42 Pouches)",,unknown_binding,,,,,,,,,6429-801766995,,,
27-09-2023,,,Distributor Shipment,1,18.75,USD,18.75,USD,3.75,USD,3.75,USD,2K61H2CC,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
24-09-2023,,,Distributor Shipment,176,"3,300.00",USD,"3,300.00",USD,660,USD,660,USD,2K61H2CC,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
13-09-2023,,,Distributor Shipment,107,"1,962.38",USD,"2,245.93",USD,392.48,USD,392.48,USD,4UK5ONSS,B07TQ99WFC,24100116881,24100116881,KEBF9,7***G,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Variety Pack, 38oz Case (42 Pouches)",,unknown_binding,,,,,,,,,6429-801766995,,,
22-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1TKK8OXJ,B07MWMNLQF,38000169090,38000169090,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, On-The-Go Snacks, Grab n' Go, Pizza (12 Cans)",,grocery,,,,,,,,,6429-801766995,,,
07-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,515C9K8D,B09KY6WGDS,24100000227,24100000227,KEBF9,P***9,325,32504000,32504002,Cheez-It Puff'd Double Cheese 3oz 6ct,,unknown_binding,,,,,,,,,6429-801766995,,,
28-09-2023,,,Distributor Shipment,2,37.5,USD,37.5,USD,7.5,USD,7.5,USD,2K61H2CC,B0BTTSX4N1,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Snack Stacks, Lunch Snacks, Office and Kids Snacks, Variety Pack (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
09-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7LHH3R2X,B0BQN9MXJ3,,,CHR4B,P***9,325,32502500,32502502,"RXBAR Protein Granola, 10g Protein, Breakfast Snacks, Chocolate (3 Bags)",,unknown_binding,,,,,,,,,6429-801766995,,,
14-09-2023,,,Distributor Shipment,555,"11,316.45",USD,"12,481.95",USD,"2,263.29",USD,"2,263.29",USD,7X9W3YAU,B08HWHFQHS,,,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Value Pack, Frosted Strawberry (64 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,270,"6,706.80",USD,"7,287.30",USD,"1,341.36",USD,"1,341.36",USD,1A328IOM,B01M6TK228,8.57777E+11,8.57777E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Peanut Butter Chocolate, 22Oz Box (12 Bars)",,grocery,,,,,,,,,6429-801766995,,,
15-09-2023,,,Distributor Shipment,46,584.66,USD,584.66,USD,116.93,USD,116.93,USD,1YM28Z2Y,B09LRFWV7N,38000273735,38000273728,KEPXO,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, Variety Pack (16 Cans)",,grocery,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7X9W3YAU,B08HWHFQHS,,,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Value Pack, Frosted Strawberry (64 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,1A328IOM,B0BG8NTZWD,,,CHR4B,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
21-09-2023,,,Distributor Shipment,2,106.8,USD,131.88,USD,21.36,USD,21.36,USD,1A328IOM,B0BG8NTZWD,,,CHR4B,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Gluten Free Snacks, Breakfast Snacks, Honey Cinnamon Peanut Butter (6 Boxes, 30 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
22-09-2023,,,Distributor Shipment,12,298.08,USD,323.88,USD,59.62,USD,59.62,USD,81RSGUTB,B0143NQVI4,8.57777E+11,7.78554E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, Protein Snack, Snack Bars, Coconut Chocolate, 22oz Box (12 Bars)",,grocery,,,,,,,,,6429-801766995,,,
26-09-2023,,,Distributor Shipment,139,"2,232.34",USD,"2,514.51",USD,446.47,USD,446.47,USD,18A7OZMF,B084RDDFGR,38000240522,38000240522,KEUB1,7***G,325,32502500,32502506,"Rice Krispies Treats Crispy Marshmallow Squares, Kids Snacks, Snack Bars, Original (54 Bars)",,grocery,,,,,,,,,6429-801766995,,,
17-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,4437DCGN,B000AYFBAU,38000265327,38000265327,B37JK,P***9,325,32502500,32502506,"Rice Krispies Treats Marshmallow Snack Sheet, Kids Snacks, Treat Making, Baking Project, Original, 32oz Sheet (1 Sheet)",,grocery,,,,,,,,,6429-801766995,,,
10-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,6ZTZDZZX,B0BQNBGQRT,,,CHR4B,P***9,325,32502500,32502502,"RXBAR Protein Granola, 10g Protein, Breakfast Snacks, Original (3 Bags)",,unknown_binding,,,,,,,,,6429-801766995,,,
10-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,33NW6LJP,B08CPMG9W9,,,KEBF9,P***9,325,32504000,32504002,"Club and Zesta Crackers, Soup Crackers, Party Snacks, Variety Pack (4 Boxes)",,unknown_binding,,,,,,,,,6429-801766995,,,
21-09-2023,,,Distributor Shipment,1,10.24,USD,11.99,USD,2.05,USD,2.05,USD,6FUK5SEU,B07Q89M576,,,CHR4B,C***B,325,32502500,32500849,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",,grocery,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,13,133.12,USD,155.87,USD,26.62,USD,26.62,USD,6FUK5SEU,B07Q89M576,,,CHR4B,C***B,325,32502500,32500849,"RX Nut Butter Peanut Butter, Protein Snack, Lunch Snacks, Chocolate (2 Jars)",,grocery,,,,,,,,,6429-801766995,,,
09-09-2023,,,Distributor Shipment,608,"5,751.68",USD,"7,958.72",USD,"1,150.34",USD,"1,150.34",USD,19VMXQSZ,B0B59Y691J,24100102549,24100102549,PUCC9,P***9,325,32504000,32504002,"Cheez-It Snap'd Cheese Cracker Chips, Thin Crisps, Lunch Snacks, Variety Pack, 15oz Bag (20 Packs)",,unknown_binding,,,,,,,,,6429-801766995,,,
01-09-2023,,,Distributor Shipment,34,659.6,USD,760.58,USD,131.92,USD,131.92,USD,1421Z9XN,B00CHTUAV6,,,KEBF9,K***Q,325,32504000,32504002,"Cheez-It Baked Snack Cheese Crackers, Original, 13.3oz Bulk (8 count)",,unknown_binding,,,,,,,,,6429-801766995,,,
24-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,81RSGUTB,B0B92GC75Y,,,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Chocolate Lovers Variety Pack (5 Boxes, 25 Bars)",,grocery,,,,,,,,,6429-801766995,,,
26-09-2023,,,Distributor Shipment,10,504,USD,576,USD,100.8,USD,100.8,USD,86FUDQGR,B00FIUDSLK,38000551307,38000551307,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Made with Whole Grain, School Lunch, Frosted Strawberry (120 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
12-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2QAKJYDA,B07TN3C2HD,,,KEBF9,P***E,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Original, 40oz Case (40 Pouches)",,unknown_binding,,,,,,,,,6429-801766995,,,
10-09-2023,,,Distributor Shipment,1,35.28,USD,46.68,USD,7.06,USD,7.06,USD,8BSG4QMN,B07YP2VFNG,38000222740,38000222740,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Food and Kids Snacks, Frosted Cherry, 10.15lb Case (96 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-801766995,,,
01-09-2023,,,Distributor Shipment,540,"6,075.00",USD,"6,993.00",USD,"1,215.00",USD,"1,215.00",USD,4437DCGN,B000AYFBAU,38000265327,38000265327,B37JK,P***9,325,32502500,32502506,"Rice Krispies Treats Marshmallow Snack Sheet, Kids Snacks, Treat Making, Baking Project, Original, 32oz Sheet (1 Sheet)",,grocery,,,,,,,,,6429-801766995,,,
17-07-2023,,22-07-2023,Cost Variance Distributor Shipment,292,,,,,0,USD,0,USD,57U4G9SO,B07LC7HSZN,8.5803E+11,8.5803E+11,AU0O4,C***B,325,32502500,32500849,"RX Nut Butter Peanut Butter, Chocolate, Delicious Flavor, 11.3Oz Box (10 Count)",,unknown_binding,,,,,,0,806220053,,6429-801766995,,,
02-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7NG3CI1C,B000AYFBAU,38000265327,38000265327,B37JK,P***9,325,32502500,32502506,"Rice Krispies Treats Marshmallow Snack Sheet, Kids Snacks, Treat Making, Baking Project, Original, 32oz Sheet (1 Sheet)",,grocery,,,,,,,,,6429-801766995,,,
17-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,6QXCQW4T,B09Z1QTNJN,,,PUCC9,P***9,325,32504000,32504002,"Town House Pita Crackers Oven Baked Crackers, Lunch Snacks, Party Snacks, Sea Salt (4 Boxes)",,unknown_binding,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7JJL5J3N,B08HWF68DR,,,KEUB1,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Variety Pack (60 Pop-Tarts)",,unknown_binding,,,,,,,,,6429-801766995,,,
12-08-2023,,13-08-2023,Cost Variance Distributor Shipment,300,,,,,-8.4,USD,-8.4,USD,2UNSPL4D,B07KQRRGZY,,,KEBF9,P***9,325,32504000,32504002,"Cheez-It Snap'd Cheese Cracker Chips, Thin Crisps, Lunch Snacks, Double Cheese, 21.6oz Case (6 Pouches)",,grocery,,,,,,-42,815431317,,6429-801766995,,,
10-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2FWDOYAB,B08VY7RT8R,,,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, On-the-Go Snacks, Original (36 Cups)",,unknown_binding,,,,,,,,,6429-801766995,,,
07-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,23UJ3ZFG,B07YP2SMTR,38000223389,38000223389,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted S'mores (64 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2QAKJYDA,B07TN3C2HD,,,KEBF9,P***E,325,32504000,32504002,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Original, 40oz Case (40 Pouches)",,unknown_binding,,,,,,,,,6429-801766995,,,
12-09-2023,,,Distributor Shipment,12,244.68,USD,269.88,USD,48.94,USD,48.94,USD,7WO38HYU,B08HWHFQHS,,,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Value Pack, Frosted Strawberry (64 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
04-09-2023,,,Distributor Shipment,"1,213","16,011.60",USD,"31,877.64",USD,"3,202.32",USD,"3,202.32",USD,3X5N46LL,B00C3YADSK,38000845635,38000845635,KEBF9,0***N,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, Original (12 Cans)",,unknown_binding,,,,,,,,,6429-801766995,,,
15-09-2023,,,Distributor Shipment,10,162,USD,209.5,USD,32.4,USD,32.4,USD,2XMYWBXW,B07YP3FR9Q,38000223662,38000223662,KEBF9,7***G,325,32502500,32502504,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Chocolatey Fudge (5 Boxes, 25 Pouches)",,grocery,,,,,,,,,6429-801766995,,,
28-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7PIYY17T,B09KMWCX72,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Protein Snack, Breakfast Bars, Honey Cinnamon Peanut Butter, 23.2Oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
26-09-2023,,,Distributor Shipment,18,447.12,USD,485.82,USD,89.42,USD,89.42,USD,7PIYY17T,B09KMWCX72,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Protein Snack, Breakfast Bars, Honey Cinnamon Peanut Butter, 23.2Oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
17-09-2023,,,Distributor Shipment,70,961.8,USD,"1,119.30",USD,192.36,USD,192.36,USD,8GU4OOLY,B0BKRCTDKG,,,PUCC9,P***9,325,32504000,32504002,"Kellogg's Club Cracker Crisps, Baked Snack Crackers, Party Snacks, 2ct Ranch, 1ct Sea Salt, Variety Pack 1.33lb Case (3 Bags)",,unknown_binding,,,,,,,,,6429-801766995,,,
11-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2EEEFSVX,B07YP58GX8,,,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Variety Pack (5 Boxes, 60 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
16-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,2EEEFSVX,B07YP58GX8,,,KEBF9,P***9,325,32502500,32502504,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Variety Pack (5 Boxes, 60 Pop-Tarts)",,grocery,,,,,,,,,6429-801766995,,,
18-09-2023,,,Distributor Shipment,90,993.6,USD,"1,609.20",USD,198.72,USD,198.72,USD,4IPPJUZR,B00C3YAEY8,38000845574,38000845574,KEBF9,K***5,325,32504000,32504001,"Pringles Potato Crisps Chips, Lunch Snacks, Office and Kids Snacks, Grab N' Go, Original (12 Cans)",,unknown_binding,,,,,,,,,6429-801766995,,,
29-09-2023,,,Distributor Shipment,1,15,USD,17.99,USD,3,USD,3,USD,3VEABGAN,B08XZ1P2X8,,,CHR4B,C***B,325,32502500,32500849,"RX Nut Butter, Protein Snack, Lunch Snacks, Variety Pack (60 Packs)",,unknown_binding,,,,,,,,,6429-801766995,,,
20-09-2023,,,Distributor Shipment,30,"1,602.00",USD,"1,978.20",USD,320.4,USD,320.4,USD,1A328IOM,B0BHXFTSV4,,,KEHEG,C***B,325,32502500,32502506,"RxBar Blueberry Protein Bar, 12g Protein, No Fillers, Kosher, Gluten Free, 5 Count, 9.15 Ounce (Pack of 6)",,unknown_binding,,,,,,,,,6429-801766995,,,
21-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7PIYY17T,B09KMWCX72,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Protein Snack, Breakfast Bars, Honey Cinnamon Peanut Butter, 23.2Oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
22-09-2023,,,Distributor Shipment,0,0,USD,0,USD,0,USD,0,USD,7PIYY17T,B09KMWCX72,1.93908E+11,1.93908E+11,CHR4B,C***B,325,32502500,32500844,"RXBAR A.M. Protein Bars, Protein Snack, Breakfast Bars, Honey Cinnamon Peanut Butter, 23.2Oz Box (12 Bars)",,unknown_binding,,,,,,,,,6429-801766995,,,
25-09-2023,,,Distributor Shipment,25,395.5,USD,489.75,USD,79.1,USD,79.1,USD,1NEZP5LZ,B0879N1QV3,,,B37JK,7***G,325,32504000,32504002,"Kellogg's SCOOBY-DOO! Baked Graham Cracker Snacks, Lunch Snacks, Snack Crackers, Cinnamon (40 Pouches)",,grocery,,,,,,,,,6429-801766995,,,
30-09-2023,,,Distributor Shipment,588,"14,605.92",USD,"15,870.12",USD,"2,921.18",USD,"2,921.18",USD,81RSGUTB,B0143NQVP2,8.57777E+11,6.93577E+12,CHR4B,C***B,325,32502500,32500844,"RXBAR Protein Bars, 12g Protein, Gluten Free Snacks, Peanut Butter, 22oz Box (12 Bars)",,grocery,,,,,,,,,6429-801766995,,,
