PO,Vendor,Ship to location,ASIN,External ID,Model Number,Title,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Accepted Quantity,Quantity received,Quantity Outstanding,Case Cost,Total Cost,External Id Type,Backordered
8UGMWOWO,HONBV,"IGQ2 - University Park, IL",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,3/3/2023,1,12,12,40,0,21,252,,
8UGMWOWO,HONBV,"IGQ2 - University Park, IL",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,13,0,0,0,24.62,0,,
8UGMWOWO,HONBV,"IGQ2 - University Park, IL",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,3/6/2023,1,83,83,40,0,21,1743,,
8S5NPPBW,HONBV,"GSP1 - Spartanburg, SC",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,2/3/2023,1,13,13,32,0,21,273,,
8S5NPPBW,HONBV,"GSP1 - Spartanburg, SC",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,3/4/2023,1,26,26,26,0,21,546,,
8S5NPPBW,HONBV,"GSP1 - Spartanburg, SC",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/30/2023,2/3/2023,1/30/2023,1,69,0,50,0,24.62,0,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/4/2023,1,434,434,434,0,14.5,6293,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/25/2023,1,231,231,40,0,14.5,3349.5,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/5/2023,1,988,988,989,0,14.5,14326,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/17/2023,1,2,2,0,0,14.5,29,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B003GAJPPC,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, Grape Organic Fruit Juice Drink, 6.75 fl oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/22/2023,1,18,18,18,0,13.08,235.44,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/15/2023,1,18,18,20,0,13.08,235.44,,
8RTVKWUT,HONBV,"LGB8 - Rialto, CA",B003GADAN0,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch Organic Fruit Juice Drink, 6.75 Fl Oz, 32 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/4/2023,1,864,864,864,0,13.08,11301.12,,
8HT3TPDQ,HONBV,"SBD1 - BLOOMINGTON, CA",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/21/2023,1,323,323,331,0,14.5,4683.5,,
8HT3TPDQ,HONBV,"SBD1 - BLOOMINGTON, CA",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/22/2023,1,41,41,35,0,14.5,594.5,,
8HT3TPDQ,HONBV,"SBD1 - BLOOMINGTON, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/5/2023,1,2018,2018,2004,0,14.5,29261,,
8HT3TPDQ,HONBV,"SBD1 - BLOOMINGTON, CA",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/14/2023,1,54,54,54,0,13.08,706.32,,
8GQBY9PH,HONBV,"MCO2 - Deltona, FL",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/26/2023,1,4,4,4,0,21,84,,
8GQBY9PH,HONBV,"MCO2 - Deltona, FL",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,3/4/2023,1,49,49,50,0,21,1029,,
8GQBY9PH,HONBV,"MCO2 - Deltona, FL",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,9,0,8,0,24.62,0,,
8GQBY9PH,HONBV,"MCO2 - Deltona, FL",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,41,0,41,0,24.62,0,,
8GQBY9PH,HONBV,"MCO2 - Deltona, FL",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/26/2023,1,5,5,6,0,21,105,,
8A4AAHHF,HONBV,"SJC7 - Tracy, CA",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/28/2023,1,10,10,31,0,21,210,,
8A4AAHHF,HONBV,"SJC7 - Tracy, CA",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",Cancelled: Out of stock,Delivery window (Prepaid),1/30/2023,2/2/2023,,1,72,0,149,0,24.62,0,,
8A4AAHHF,HONBV,"SJC7 - Tracy, CA",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/26/2023,1,26,26,35,0,21,546,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B0B997WX29,7.86162E+11,7.86162E+11,"vitaminwater miniest, zero sugar nutrient enhanced water beverage mix, daypart kit",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/8/2023,8,1,1,0,0,96,96,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B0B997L3MM,7.86162E+11,7.86162E+11,"vitaminwater miniest, zero sugar nutrient enhanced water beverage mix, wellness kit",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/24/2023,8,5,5,5,0,96,480,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/21/2023,1,116,116,106,0,14.5,1682,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/22/2023,1,41,41,0,0,14.5,594.5,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/21/2023,1,393,393,393,0,14.5,5698.5,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/19/2023,1,20,20,4,0,14.5,290,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B003GAJPPC,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, Grape Organic Fruit Juice Drink, 6.75 fl oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/8/2023,1,324,324,326,0,13.08,4237.92,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/8/2023,1,1242,1242,1242,0,13.08,16245.36,,
85BZ7T4S,HONBV,"TEB9 - SOMERSET, NJ",B003GADAN0,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch Organic Fruit Juice Drink, 6.75 Fl Oz, 32 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/28/2023,1,360,360,354,0,13.08,4708.8,,
83XG7KZG,HONBV,"SBD2 - SAN BERNARDINO, CA",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/11/2023,1,25,25,25,0,21,525,,
83XG7KZG,HONBV,"SBD2 - SAN BERNARDINO, CA",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/11/2023,1,1,1,1,0,21,21,,
83XG7KZG,HONBV,"SBD2 - SAN BERNARDINO, CA",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/11/2023,1,9,9,9,0,21,189,,
83XG7KZG,HONBV,"SBD2 - SAN BERNARDINO, CA",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",Cancelled: Out of stock,Delivery window (Prepaid),1/30/2023,2/2/2023,,1,32,0,29,0,24.62,0,,
83XG7KZG,HONBV,"SBD2 - SAN BERNARDINO, CA",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",Cancelled: Out of stock,Delivery window (Prepaid),1/30/2023,2/2/2023,,1,5,0,0,0,24.62,0,,
83XG7KZG,HONBV,"SBD2 - SAN BERNARDINO, CA",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/11/2023,1,36,36,40,0,21,756,,
81BOUSXL,HONBV,"DFW6 - Coppell, TX",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/28/2023,1,17,17,17,0,21,357,,
81BOUSXL,HONBV,"DFW6 - Coppell, TX",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/28/2023,1,9,9,9,0,21,189,,
81BOUSXL,HONBV,"DFW6 - Coppell, TX",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/28/2023,1,24,24,21,0,21,504,,
81BOUSXL,HONBV,"DFW6 - Coppell, TX",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,31,0,1,0,24.62,0,,
81BOUSXL,HONBV,"DFW6 - Coppell, TX",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,26,0,22,0,24.62,0,,
81BOUSXL,HONBV,"DFW6 - Coppell, TX",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,3/1/2023,1,22,22,22,0,21,462,,
7A6R5DID,9S5OU,"DCA2 - Eastvale, CA",B088982B3D,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 6 Fl Oz Pouches, 8 Pack",Accepted: In stock,Delivery window (Prepaid),2/6/2023,2/18/2023,2/6/2023,5,36,36,36,0,13.7,493.2,,
7A6R5DID,9S5OU,"DCA2 - Eastvale, CA",B07YSJT8TQ,6.57622E+11,6.57622E+11,"Honest Kids Organic Appley Ever After, 6 Fl Oz, 8 Pack",Accepted: In stock,Delivery window (Prepaid),2/6/2023,2/18/2023,2/6/2023,5,74,74,74,0,13.7,1013.8,,
7A6R5DID,9S5OU,"DCA2 - Eastvale, CA",B00FBNTL2E,6.57623E+11,6.57623E+11,"Honest Kids, Organic Juice Drink, Appley Ever After, 6.75 Fl Oz, 8 Pack",Accepted: In stock,Delivery window (Prepaid),2/6/2023,2/18/2023,2/6/2023,4,87,87,87,0,13.08,1137.96,,
7A6R5DID,9S5OU,"DCA2 - Eastvale, CA",B00EVSYBMA,6.57622E+11,6.57622E+11,"Honest Kids, Organic Super Fruit Punch, 6.75 Fl Oz Pouches, 8 Pack",Accepted: In stock,Delivery window (Prepaid),2/6/2023,2/18/2023,2/6/2023,4,74,74,74,0,12.96,959.04,,
7A6R5DID,9S5OU,"DCA2 - Eastvale, CA",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: In stock,Delivery window (Prepaid),2/6/2023,2/18/2023,2/6/2023,4,59,59,59,0,13.08,771.72,,
7A6R5DID,9S5OU,"DCA2 - Eastvale, CA",B002QI8J3O,6.57622E+11,6.57622E+11,"Honest Kids Organic Berry Good Lemonade, 6.75 Fl Oz, 8 Pack",Accepted: In stock,Delivery window (Prepaid),2/6/2023,2/18/2023,2/6/2023,4,75,75,75,0,13.08,981,,
76EN5H2T,9S5OU,"DCA2 - Eastvale, CA",B087Y446NH,6.57623E+11,6.57623E+11,"Honest Kids, Strawberry Peachy Keen, 48 Fl Oz",Accepted: In stock,Delivery window (Prepaid),2/6/2023,3/4/2023,2/9/2023,5,66,66,0,0,13.7,904.2,,
6K28W9ZF,9S5OU,"DCA2 - Eastvale, CA",B087Y446NH,6.57623E+11,6.57623E+11,"Honest Kids, Strawberry Peachy Keen, 48 Fl Oz",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,2/7/2023,5,85,85,54,0,13.7,1164.5,,
5Q28BSCE,9S5OU,"HSE1 - HAGERSTOWN, MD",B087Y446NH,6.57623E+11,6.57623E+11,"Honest Kids, Strawberry Peachy Keen, 48 Fl Oz",Accepted: EDI Only,Delivery window (Prepaid),2/8/2023,2/18/2023,2/9/2023,5,60,60,0,0,13.7,822,,
5Q28BSCE,9S5OU,"HSE1 - HAGERSTOWN, MD",B07YSJT8TQ,6.57622E+11,6.57622E+11,"Honest Kids Organic Appley Ever After, 6 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/8/2023,2/18/2023,2/9/2023,5,169,169,134,5,13.7,2315.3,,
5Q28BSCE,9S5OU,"HSE1 - HAGERSTOWN, MD",B00FBNTL2E,6.57623E+11,6.57623E+11,"Honest Kids, Organic Juice Drink, Appley Ever After, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/8/2023,2/18/2023,2/9/2023,4,53,53,53,0,13.08,693.24,,
5Q28BSCE,9S5OU,"HSE1 - HAGERSTOWN, MD",B00EVSYBMA,6.57622E+11,6.57622E+11,"Honest Kids, Organic Super Fruit Punch, 6.75 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/8/2023,2/18/2023,2/9/2023,4,100,100,0,0,12.96,1296,,
5Q28BSCE,9S5OU,"HSE1 - HAGERSTOWN, MD",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),2/8/2023,2/18/2023,2/9/2023,4,89,89,89,0,13.08,1164.12,,
5Q28BSCE,9S5OU,"HSE1 - HAGERSTOWN, MD",B002QI8J3O,6.57622E+11,6.57622E+11,"Honest Kids Organic Berry Good Lemonade, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/8/2023,2/18/2023,2/9/2023,4,362,362,455,0,13.08,4734.96,,
5JV3VTVM,XN1MA,"IND9 - GREENWOOD, IN",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/25/2023,1,630,630,631,0,30.69,19334.7,,
5JV3VTVM,XN1MA,"IND9 - GREENWOOD, IN",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/20/2023,1,2142,2142,2145,0,37.27,79832.34,,
5JV3VTVM,XN1MA,"IND9 - GREENWOOD, IN",B01DDIRDZA,8.1162E+11,11103,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/25/2023,1,10962,10962,10863,0,37.27,408553.74,,
5EK6WP2L,9S5OU,"DCA2 - Eastvale, CA",B088982B3D,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 6 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/2/2023,5,8,8,8,0,13.7,109.6,,
5EK6WP2L,9S5OU,"DCA2 - Eastvale, CA",B07YSJT8TQ,6.57622E+11,6.57622E+11,"Honest Kids Organic Appley Ever After, 6 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/2/2023,5,45,45,45,0,13.7,616.5,,
5EK6WP2L,9S5OU,"DCA2 - Eastvale, CA",B00EVSYBMA,6.57622E+11,6.57622E+11,"Honest Kids, Organic Super Fruit Punch, 6.75 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/2/2023,4,8,8,8,0,12.96,103.68,,
5EK6WP2L,9S5OU,"DCA2 - Eastvale, CA",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/2/2023,4,9,9,9,0,12.96,116.64,,
51TPGM2V,XN1MA,"MDW2 - Joliet, IL",B0855NBDH3,8.1162E+11,13049,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/8/2023,1,756,756,1392,0,37.27,28176.12,,
51TPGM2V,XN1MA,"MDW2 - Joliet, IL",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/23/2023,1,1008,1008,1012,0,30.69,30935.52,,
51TPGM2V,XN1MA,"MDW2 - Joliet, IL",B07LCZC2C2,8.1162E+11,12873,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/19/2023,1,5292,5292,5296,0,30.69,162411.48,,
51TPGM2V,XN1MA,"MDW2 - Joliet, IL",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/19/2023,1,5544,5544,5547,0,37.27,206624.88,,
51TPGM2V,XN1MA,"MDW2 - Joliet, IL",B01DDIRDZA,8.1162E+11,11103,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/19/2023,1,18144,18144,18276,0,37.27,676226.88,,
3G1BHEJI,XN1MA,"FWA4 - FORT WAYNE, IN",B0855NBDH3,8.1162E+11,13049,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/27/2023,1,5166,5166,5144,0,37.27,192536.82,,
3G1BHEJI,XN1MA,"FWA4 - FORT WAYNE, IN",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/23/2023,1,4410,4410,4397,0,30.69,135342.9,,
3G1BHEJI,XN1MA,"FWA4 - FORT WAYNE, IN",B07LD2NV9X,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/18/2023,1,19656,19656,19527,0,30.69,603242.64,,
3G1BHEJI,XN1MA,"FWA4 - FORT WAYNE, IN",B07LCZC2C2,8.1162E+11,12873,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/24/2023,1,5040,5040,5047,0,30.69,154677.6,,
3G1BHEJI,XN1MA,"FWA4 - FORT WAYNE, IN",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/15/2023,1,1890,1890,1845,0,37.27,70440.3,,
3G1BHEJI,XN1MA,"FWA4 - FORT WAYNE, IN",B01DDIRDZA,8.1162E+11,11103,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/2/2023,1,8694,8694,8703,0,37.27,324025.38,,
3B91EQ6V,XN1MA,"MQJ1 - GREENFIELD, IN",B0855NBDH3,8.1162E+11,13049,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/24/2023,1,126,126,146,0,37.27,4696.02,,
3B91EQ6V,XN1MA,"MQJ1 - GREENFIELD, IN",B01DDIRDZA,8.1162E+11,11103,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/30/2023,2/6/2023,2/15/2023,1,1638,1638,1633,0,37.27,61048.26,,
2W1A8TLT,HONBV,"GSP1 - Spartanburg, SC",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/7/2023,1,108,108,108,0,21,2268,,
