PO,Vendor,Ship to location,ASIN,External ID,Model Number,Title,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Accepted Quantity,Quantity received,Quantity Outstanding,Case Cost,Total Cost,External Id Type,Backordered
6VGCUO7B,XN1MA,"IND9 - GREENWOOD, IN",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/16/2022,1,5040,5040,5029,0,34.65,174636,,
6QO2RZTO,HONBV,"HOU8 - FRESNO, TX",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/18/2022,7/17/2022,1,27,27,27,0,17.52,473.04,,
6QO2RZTO,HONBV,"HOU8 - FRESNO, TX",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/18/2022,7/17/2022,1,46,46,47,0,17.52,805.92,,
6QO2RZTO,HONBV,"HOU8 - FRESNO, TX",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),7/11/2022,7/18/2022,7/11/2022,1,28,0,30,0,22.32,0,,
6QO2RZTO,HONBV,"HOU8 - FRESNO, TX",B01BLAW4LK,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 59 Fl Oz (Pack of 8)",,Delivery window (Prepaid),7/11/2022,7/18/2022,7/11/2022,1,7,0,7,0,22.32,0,,
6KNKDSIS,ATHEQ,"MQJ1 - GREENFIELD, IN",B07LD2NV9X,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/23/2022,1,2308,2268,2140,0,29.4,66679.2,,
6KNKDSIS,ATHEQ,"MQJ1 - GREENFIELD, IN",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/23/2022,1,1514,1512,1503,0,34.65,52390.8,,
6KNKDSIS,ATHEQ,"MQJ1 - GREENFIELD, IN",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/23/2022,1,2412,2394,2399,0,34.65,82952.1,,
6IY98RXD,XN1MA,"MEM1 - Memphis, TN",B0855NBDH3,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/24/2022,1,882,882,1974,0,34.65,30561.3,,
6IY98RXD,XN1MA,"MEM1 - Memphis, TN",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/24/2022,1,504,504,1112,0,29.4,14817.6,,
6G72FWLI,HONBV,"ONT8 - Moreno Valley, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,1032,0,0,0,13.7,0,,
6G72FWLI,HONBV,"ONT8 - Moreno Valley, CA",B087NH21WJ,6.57623E+11,6.57623E+11,"Honest tea Organic Fair Trade Just Black Tea, 16.9 Fl Oz (Pack of 12)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/14/2022,7/13/2022,1,524,524,482,0,12.28,6434.72,,
6G72FWLI,HONBV,"ONT8 - Moreno Valley, CA",B087NGN7F4,6.57623E+11,6.57623E+11,"Honest Tea Organic Fair Trade Tea Peach Oolong, 16.9 Fl Oz (Pack of 12)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/14/2022,7/13/2022,1,1209,1209,1166,1,12.28,14846.52,,
6EO59MRB,HONBV,"ONT8 - Moreno Valley, CA",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),6/13/2022,6/17/2022,,1,1055,0,0,0,13.7,0,,
6EO59MRB,HONBV,"ONT8 - Moreno Valley, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),6/13/2022,6/17/2022,,1,1025,0,0,0,13.7,0,,
6EO59MRB,HONBV,"ONT8 - Moreno Valley, CA",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),6/13/2022,6/17/2022,,1,363,0,0,0,13.7,0,,
6EO59MRB,HONBV,"ONT8 - Moreno Valley, CA",B087NJGR5B,6.57623E+11,6.57623E+11,"Honest tea Organic Fair Trade Blood Orange Mango Flavored Herbal Tea, 16.9 fl oz (12 Pack)",Cancelled: Out of stock,Delivery window (Prepaid),6/13/2022,6/17/2022,,1,1,0,0,0,12.28,0,,
6D9IYD3K,COKEA,"ONT8 - Moreno Valley, CA",B07P83L3VM,7.86162E+11,7.86162E+11,"vitaminwater refresh electrolyte enhanced water w/ vitamins, tropical mango drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/14/2022,7/14/2022,1,2376,1836,1826,0,13.58,24932.88,,
6BFTNASA,HONBV,"ONT8 - Moreno Valley, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,6/21/2022,1,2443,2443,0,0,13.7,33469.1,,
6BFTNASA,HONBV,"ONT8 - Moreno Valley, CA",B00IJHU45M,6.57623E+11,6.57623E+11,"Honest Tea Organic Fair Trade Half Tea & Half Lemonade Gluten Free, 16.9 Fl. Oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,6/21/2022,1,1,1,0,0,10.92,10.92,,
694UGB7I,HONBV,"SJC7 - Tracy, CA",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,6/22/2022,1,29,29,29,0,17.52,508.08,,
694UGB7I,HONBV,"SJC7 - Tracy, CA",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,6/22/2022,1,41,41,41,0,17.52,718.32,,
694UGB7I,HONBV,"SJC7 - Tracy, CA",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,6/22/2022,1,22,22,22,0,17.52,385.44,,
694UGB7I,HONBV,"SJC7 - Tracy, CA",B087NH4PR8,6.57623E+11,6.57623E+11,"Honest tea Organic Fair Trade Berry Hibiscus Flavored Herbal Tea, 16.9 fl Oz (Pack of 12)",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,6/22/2022,1,16,16,19,0,12.28,196.48,,
68IB6QAC,HONBV,"PHL6 - Carlisle, PA",B087NH4PR8,6.57623E+11,6.57623E+11,"Honest tea Organic Fair Trade Berry Hibiscus Flavored Herbal Tea, 16.9 fl Oz (Pack of 12)",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/20/2022,7/23/2022,1,178,178,178,0,12.28,2185.84,,
66RWQO5I,HONBV,"LIT2 - NORTH LITTLE ROCK, AR",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/18/2022,7/22/2022,1,70,70,65,3,17.52,1226.4,,
66RWQO5I,HONBV,"LIT2 - NORTH LITTLE ROCK, AR",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/18/2022,7/22/2022,1,73,73,67,0,17.52,1278.96,,
66RWQO5I,HONBV,"LIT2 - NORTH LITTLE ROCK, AR",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),7/11/2022,7/18/2022,7/11/2022,1,12,0,0,0,22.32,0,,
66RWQO5I,HONBV,"LIT2 - NORTH LITTLE ROCK, AR",B01BLAW4LK,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 59 Fl Oz (Pack of 8)",,Delivery window (Prepaid),7/11/2022,7/18/2022,7/11/2022,1,16,0,0,0,22.32,0,,
618MXCKP,HONBV,"TEB6 - Cranbury, NJ",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/14/2022,7/15/2022,1,33,33,33,0,17.52,578.16,,
618MXCKP,HONBV,"TEB6 - Cranbury, NJ",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/14/2022,7/15/2022,1,47,47,30,0,17.52,823.44,,
618MXCKP,HONBV,"TEB6 - Cranbury, NJ",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",Accepted: In stock,Delivery window (Prepaid),7/11/2022,7/14/2022,7/11/2022,1,28,0,28,0,22.32,0,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,7/25/2022,1,504,504,504,0,29.4,14817.6,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B07LD6XJ8K,8.1162E+11,8.1162E+11,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Banana, 14 Fl Oz (Pack of 12)",Cancelled: Invalid product information,Ship window (Collect),6/13/2022,6/17/2022,,1,252,0,0,0,29.4,0,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B07LD2NV9X,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,8/4/2022,1,3402,3402,3747,0,29.4,100018.8,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,8/17/2022,1,10962,10962,10804,0,34.65,379833.3,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,7/25/2022,1,6552,6552,6598,0,34.65,227026.8,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B007MI2RU4,8.56312E+11,10007,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, No Artificial Sweeteners, Vanilla, 11.5 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,7/11/2022,1,352,352,357,0,28,9856,,
5UXP3ELN,XN1MA,"IND9 - GREENWOOD, IN",B007MI2RI6,8.56312E+11,10148,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, No Artificial Sweeteners, Chocolate, 11.5 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,8/17/2022,1,4752,4752,4581,0,28,133056,,
5HTTM57P,COKEA,"ONT8 - Moreno Valley, CA",B07P61BB23,7.86162E+11,7.86162E+11,"vitaminwater focus electrolyte enhanced water w/ vitamins, kiwi-strawberry drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,7/4/2022,1,1932,1932,1926,0,13.58,26236.56,,
5HTTM57P,COKEA,"ONT8 - Moreno Valley, CA",B01BJ5JQ36,25000056857,25000056857,"Minute Maid Orange Juice Drinks, 10 Fl Oz, 24 Pack",Accepted: EDI Only,Delivery window (Prepaid),6/13/2022,6/17/2022,7/13/2022,1,336,138,138,0,19.09,2634.42,,
4Y7I5FYU,XN1MA,"MDW2 - Joliet, IL",B0855NBDH3,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/9/2022,1,1638,1638,1384,0,34.65,56756.7,,
4Y7I5FYU,XN1MA,"MDW2 - Joliet, IL",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/9/2022,1,756,756,756,0,29.4,22226.4,,
4Y7I5FYU,XN1MA,"MDW2 - Joliet, IL",B07LD6XJ8K,8.1162E+11,8.1162E+11,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Banana, 14 Fl Oz (Pack of 12)",Cancelled: Invalid product information,Ship window (Collect),7/11/2022,8/10/2022,,1,126,126,0,0,29.4,3704.4,,
4Y7I5FYU,XN1MA,"MDW2 - Joliet, IL",B07LD2NV9X,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/22/2022,1,3528,3528,3654,0,29.4,103723.2,,
4Y7I5FYU,XN1MA,"MDW2 - Joliet, IL",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/18/2022,1,2268,2268,502,0,34.65,78586.2,,
4Y7I5FYU,XN1MA,"MDW2 - Joliet, IL",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/22/2022,1,4032,4032,5400,0,34.65,139708.8,,
4W1YEJNC,HONBV,"ONT8 - Moreno Valley, CA",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,248,0,0,0,13.7,0,,
4W1YEJNC,HONBV,"ONT8 - Moreno Valley, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,656,0,0,0,13.7,0,,
4W1YEJNC,HONBV,"ONT8 - Moreno Valley, CA",B003GADBYS,6.57622E+11,6.57622E+11,"Honest Tea Organic Fair Trade Honey Green Gluten Free, 16.9 Fl. Oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),7/11/2022,7/14/2022,7/13/2022,1,1890,1890,1938,0,10.92,20638.8,,
46LJJVED,XN1MA,"AVP1 - Hazle Township, PA",B0855NBDH3,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/12/2022,1,126,126,128,0,34.65,4365.9,,
46LJJVED,XN1MA,"AVP1 - Hazle Township, PA",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),7/11/2022,8/10/2022,8/12/2022,1,126,126,127,0,29.4,3704.4,,
44QRXRJO,HONBV,"ONT8 - Moreno Valley, CA",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,6,0,0,0,13.7,0,,
44QRXRJO,HONBV,"ONT8 - Moreno Valley, CA",B08HKG5X58,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Berry Lemonade, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,2,0,0,0,13.7,0,,
44QRXRJO,HONBV,"ONT8 - Moreno Valley, CA",B08HKCX67G,6.57623E+11,6.57623E+11,"Honest Kids Strawberry Peachy, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Strawberry Peach, 6 Fl Oz (Pack of 40)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,3,0,0,0,13.7,0,,
44QRXRJO,HONBV,"ONT8 - Moreno Valley, CA",B003GAJPPC,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, Grape Organic Fruit Juice Drink, 6.75 fl oz (32 Pack)",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,234,0,0,0,13.08,0,,
44QRXRJO,HONBV,"ONT8 - Moreno Valley, CA",B003GADBYS,6.57622E+11,6.57622E+11,"Honest Tea Organic Fair Trade Honey Green Gluten Free, 16.9 Fl. Oz, 12 Pack",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,1062,0,0,0,10.92,0,,
44QRXRJO,HONBV,"ONT8 - Moreno Valley, CA",B003GADAN0,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch Organic Fruit Juice Drink, 6.75 Fl Oz, 32 Pack",Cancelled: Out of stock,Delivery window (Prepaid),7/11/2022,7/14/2022,,1,1566,0,0,0,13.08,0,,
3HV7HG4I,ATHEQ,"MDW2 - Joliet, IL",B07LD2NV9X,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/14/2022,6/17/2022,8/2/2022,1,504,504,503,0,29.4,14817.6,,
3HV7HG4I,ATHEQ,"MDW2 - Joliet, IL",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/14/2022,6/17/2022,8/2/2022,1,504,504,503,0,34.65,17463.6,,
3HV7HG4I,ATHEQ,"MDW2 - Joliet, IL",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/14/2022,6/17/2022,8/2/2022,1,504,504,503,0,34.65,17463.6,,
2W1OYTAX,ATHEQ,"FWA4 - FORT WAYNE, IN",B0855NBDH3,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/14/2022,6/17/2022,8/23/2022,1,405,378,374,0,34.65,13097.7,,
2W1OYTAX,ATHEQ,"FWA4 - FORT WAYNE, IN",B07LCZC2C2,8.1162E+11,8.1162E+11,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/14/2022,6/17/2022,8/1/2022,1,414,378,375,3,29.4,11113.2,,
2W1OYTAX,ATHEQ,"FWA4 - FORT WAYNE, IN",B007MI2RI6,8.56312E+11,10148,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, No Artificial Sweeteners, Chocolate, 11.5 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/14/2022,6/17/2022,8/23/2022,1,528,528,522,0,28,14784,,
1LDCLHAV,ATHEQ,"MQJ1 - GREENFIELD, IN",B07LCZC2C2,8.1162E+11,8.1162E+11,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/13/2022,6/17/2022,7/20/2022,1,126,126,126,0,29.4,3704.4,,
8WUS2PRM,XN1MA,"IND9 - GREENWOOD, IN",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Cancelled: Temporarily out of stock,Ship window (Collect),6/6/2022,6/10/2022,,1,8568,8568,101,0,34.65,296881.2,,
8SEA4TUC,XN1MA,"FTW1 - Dallas, TX",B0855NBDH3,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/6/2022,6/10/2022,7/6/2022,1,882,882,883,0,34.65,30561.3,,
8I2P8TWW,XN1MA,"MDW2 - Joliet, IL",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/6/2022,6/10/2022,6/13/2022,1,7308,0,0,0,34.65,0,,
8I2P8TWW,XN1MA,"MDW2 - Joliet, IL",B007MI2RU4,8.56312E+11,10007,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, No Artificial Sweeteners, Vanilla, 11.5 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/6/2022,6/10/2022,7/15/2022,1,704,704,699,0,28,19712,,
8ANNTEHO,XN1MA,"AVP1 - Hazle Township, PA",B007MI2RU4,8.56312E+11,10007,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, No Artificial Sweeteners, Vanilla, 11.5 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/6/2022,6/10/2022,8/7/2022,1,176,176,178,0,28,4928,,
7UPUPBKI,ATHEQ,"MQJ1 - GREENFIELD, IN",B07LCZC2C2,8.1162E+11,8.1162E+11,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),6/6/2022,6/10/2022,7/7/2022,1,126,126,126,0,29.4,3704.4,,
7UPUPBKI,ATHEQ,"MQJ1 - GREENFIELD, IN",B01DDIRDZA,8.1162E+11,8.1162E+11,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Cancelled: Temporarily out of stock,Ship window (Collect),6/6/2022,6/10/2022,,1,126,126,0,0,34.65,4365.9,,
6PR97XTR,HONBV,"TPA3 - Auburndale, FL",B087NH4PR8,6.57623E+11,6.57623E+11,"Honest tea Organic Fair Trade Berry Hibiscus Flavored Herbal Tea, 16.9 fl Oz (Pack of 12)",Cancelled: Out of stock,Delivery window (Prepaid),6/6/2022,6/16/2022,,1,106,0,0,0,12.28,0,,
6PR97XTR,HONBV,"TPA3 - Auburndale, FL",B01BLAW4LK,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 59 Fl Oz (Pack of 8)",Cancelled: Out of stock,Delivery window (Prepaid),6/6/2022,6/16/2022,,1,2,0,0,0,22.32,0,,
6NWHLTYC,HONBV,"ACY2 - BURLINGTON, NJ",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),6/6/2022,6/10/2022,6/14/2022,1,20,20,20,0,17.52,350.4,,
6NWHLTYC,HONBV,"ACY2 - BURLINGTON, NJ",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),6/6/2022,6/10/2022,6/14/2022,1,88,88,88,0,17.52,1541.76,,
64SCB6HC,HONBV,"ONT8 - Moreno Valley, CA",B08GL71GGD,6.57623E+11,6.57623E+11,"Honest Tea Variety Pack (Honey Green, Peach Oolong, Half & Half), 16.9 Fl Ounce Bottles (12 Pack), Variety Pack, 16.9 Fl Ounce",Cancelled: Out of stock,Delivery window (Prepaid),6/6/2022,6/10/2022,,1,17,0,0,0,12.28,0,,
